nombre,dni,genero,pelicula,formato,precio,fecha_visita
Corey Shea,97200658,M,4. 12 Angry Men,3D,12.02,2020-03-27
William Howard,59901963,M,5. Schindler's List,3D,11.16,2016-06-07
Katelyn Carter,67380677,F,21. Casablanca,3D,13.9,2024-11-13
Amanda Krueger,42445406,F,13. Psycho,3D,11.01,2017-10-21
Manuel Collier,31955470,M,19. The Matrix,Normal,7.78,2018-04-12
Sarah Smith,70922872,F,13. Psycho,3D,13.09,2015-07-17
Rachel Wilson,58083412,F,11. Pulp Fiction,3D,12.28,2015-06-23
Tiffany Obrien,26425965,F,8. The Lord of the Rings: The Return of the King,3D,12.17,2021-12-12
Steven Snyder,32522217,M,10. The Godfather Part II,3D,13.37,2020-06-21
Peggy Anderson,22358017,F,2. The Godfather,Normal,6.44,2022-10-31
Catherine Ferguson,27785635,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.84,2016-12-28
Jessica Jimenez,61406448,F,22. The Wizard of Oz,3D,13.02,2024-08-18
Anthony Johnson,44254559,M,19. The Matrix,3D,12.22,2019-05-04
Joseph Massey,95548567,M,25. Inception,3D,10.25,2017-04-21
Phillip Sanders,81529228,M,12. Fight Club,3D,13.97,2021-09-19
Alyssa Lam,68879175,F,11. Pulp Fiction,3D,12.44,2018-09-02
Kelli Bennett,19263768,F,23. Seven Samurai,Normal,6.38,2024-12-28
Rachael Johnson,47884585,F,20. Raiders of the Lost Ark,3D,10.93,2023-12-12
Tonya Galvan,66421418,F,14. 2001: A Space Odyssey,Normal,7.21,2022-06-29
Jody Lyons,85489996,F,18. Terminator 2: Judgment Day,Normal,6.86,2022-02-26
Lisa Odonnell,40804716,F,21. Casablanca,Normal,8.17,2015-06-15
Jeffrey Osborne,58013186,M,9. The Dark Knight,3D,12.73,2019-04-10
Peter Cooper,62242317,M,5. Schindler's List,3D,10.38,2021-08-09
Brooke Brown,87254009,F,"6. The Good, the Bad and the Ugly",Normal,7.66,2018-07-03
Shelby Jimenez,46481117,F,5. Schindler's List,3D,12.33,2024-07-22
Cynthia Rogers,67738645,F,22. The Wizard of Oz,Normal,6.24,2024-08-22
Daniel Harris,35245802,M,24. Forrest Gump,Normal,8.67,2018-01-02
Kelly Reyes,54487564,F,4. 12 Angry Men,3D,13.52,2024-09-23
Taylor Nguyen,54015360,F,2. The Godfather,Normal,7.12,2018-12-31
Kristen Obrien,18260754,F,24. Forrest Gump,3D,11.35,2017-09-29
Michelle Austin,64662783,F,1. The Shawshank Redemption,Normal,8.13,2017-08-27
David Johnson,30052206,M,24. Forrest Gump,Normal,7.18,2019-03-09
Matthew Stephens,16889959,M,3. Citizen Kane,3D,13.3,2016-03-30
Katherine Cook,16738716,F,1. The Shawshank Redemption,Normal,7.87,2018-01-11
Catherine Gonzalez,76016071,F,15. Metropolis,Normal,6.17,2025-01-20
Ashley Diaz,39659792,F,24. Forrest Gump,3D,11.74,2024-11-28
Robert Clark,38931962,M,19. The Matrix,3D,13.47,2025-01-20
Thomas Matthews,47591412,M,16. Star Wars: Episode IV - A New Hope,3D,11.44,2024-12-12
Kevin Harrison,60624774,M,11. Pulp Fiction,3D,13.09,2016-07-02
Daniel Perry,95179737,M,22. The Wizard of Oz,3D,10.49,2023-05-23
Jennifer Schmidt,56069543,F,23. Seven Samurai,3D,10.65,2018-07-08
Desiree Hogan,55053087,F,1. The Shawshank Redemption,3D,10.6,2015-07-05
Elizabeth Cox,67530146,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.49,2023-03-22
Vanessa Schmidt,14567695,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,13.83,2017-02-28
Matthew Blair,47491661,M,13. Psycho,3D,12.9,2019-04-25
Charles Martin,11605034,M,20. Raiders of the Lost Ark,Normal,6.55,2018-05-26
Mrs. Samantha Brown DDS,47799745,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.09,2016-01-15
Patrick Sanders,12010354,M,"6. The Good, the Bad and the Ugly",3D,10.68,2021-10-19
Grace Hall,68538921,F,13. Psycho,3D,13.93,2025-04-26
Marcus Hardy,52817140,M,13. Psycho,3D,12.88,2017-09-29
Melanie Phillips,18639893,F,1. The Shawshank Redemption,Normal,6.42,2024-02-15
Heather Smith,38801038,F,"6. The Good, the Bad and the Ugly",3D,12.26,2017-11-18
Becky Glover,18960455,F,4. 12 Angry Men,3D,10.66,2024-08-18
Joshua Williams,41940432,M,25. Inception,3D,10.25,2024-07-30
Robert Mathis,12974245,M,15. Metropolis,3D,11.77,2023-12-18
Gina Anderson,18960398,F,12. Fight Club,3D,12.25,2018-09-26
Carla Jones,90625095,F,15. Metropolis,Normal,8.01,2017-03-28
Justin Jones,67665569,M,18. Terminator 2: Judgment Day,3D,10.45,2019-04-15
Kerri Warren,20385394,F,8. The Lord of the Rings: The Return of the King,Normal,8.38,2024-11-05
Daniel Perez,42392603,M,10. The Godfather Part II,Normal,8.51,2022-07-14
William Kim,65342967,M,20. Raiders of the Lost Ark,3D,11.19,2020-05-13
Jose Harris,32914036,M,25. Inception,Normal,8.7,2024-06-30
Lisa Sanford,64289444,F,19. The Matrix,Normal,8.47,2018-03-25
Jeffrey Davenport,37743969,M,3. Citizen Kane,3D,12.53,2024-08-07
Joseph Larsen,54785308,M,1. The Shawshank Redemption,3D,12.0,2017-11-12
Eric Graves,35127583,M,2. The Godfather,Normal,8.31,2016-04-02
Jason Mann,31082269,M,2. The Godfather,3D,10.18,2019-03-17
Morgan Gentry,79092096,F,"6. The Good, the Bad and the Ugly",Normal,7.01,2017-10-09
John Gonzalez,49462540,M,20. Raiders of the Lost Ark,Normal,6.09,2023-08-23
Michael Rios,73594961,M,22. The Wizard of Oz,Normal,6.02,2020-09-30
Candice Marshall,55632710,F,24. Forrest Gump,3D,11.29,2021-05-07
Maria Casey,54055682,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,7.99,2020-01-10
Cody Williams,24393938,M,5. Schindler's List,Normal,8.92,2017-08-15
Michael Leblanc,66180272,M,23. Seven Samurai,3D,12.71,2016-08-21
Kristen Baldwin,43689874,F,4. 12 Angry Men,3D,11.05,2016-09-26
Tanya Vega,90383191,F,10. The Godfather Part II,Normal,7.5,2019-09-30
Jordan Grant,29655422,M,25. Inception,3D,13.89,2022-09-04
Parker Warren,35522529,M,22. The Wizard of Oz,3D,11.42,2022-09-24
Oscar Lewis,87216422,M,16. Star Wars: Episode IV - A New Hope,3D,11.1,2020-08-15
Samantha Galloway,71489280,F,9. The Dark Knight,Normal,7.01,2016-07-28
Larry Richards,60234773,M,23. Seven Samurai,3D,11.91,2021-08-06
Dylan Villarreal,57886052,M,4. 12 Angry Men,3D,12.87,2022-02-10
Bryan Lamb,94788502,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.7,2023-03-25
Jennifer Johnson,71478694,F,3. Citizen Kane,3D,11.98,2024-09-11
Diane Riggs,69565029,F,20. Raiders of the Lost Ark,3D,13.57,2021-01-23
Kevin Gonzalez,54989585,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.35,2022-12-28
Ronald Livingston,92687603,M,16. Star Wars: Episode IV - A New Hope,3D,11.27,2016-09-28
Lori Wilson,73242482,F,20. Raiders of the Lost Ark,Normal,8.25,2019-09-27
Thomas King,19191260,M,"6. The Good, the Bad and the Ugly",3D,13.34,2019-10-15
James Boyle,40094767,M,1. The Shawshank Redemption,3D,11.84,2019-11-04
Mrs. Kristen Ferguson DVM,37731067,F,9. The Dark Knight,3D,13.05,2023-09-27
Carla Salinas,97103904,F,19. The Matrix,Normal,6.27,2019-12-24
Joshua Dawson,59628445,M,9. The Dark Knight,Normal,8.16,2015-11-26
Valerie Ayers,52583470,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.9,2016-06-13
Kenneth Moyer,81892635,M,3. Citizen Kane,3D,11.29,2021-02-21
Ricardo Porter,40905351,M,1. The Shawshank Redemption,3D,11.02,2017-10-22
Lisa Kelley,59986199,F,24. Forrest Gump,3D,11.06,2022-06-11
Wendy Rollins,80873420,F,13. Psycho,3D,12.04,2015-08-27
Ryan Jacobs,83277480,M,10. The Godfather Part II,3D,10.41,2024-12-04
Nicholas Graham,97772060,M,"6. The Good, the Bad and the Ugly",Normal,6.72,2024-03-10
David Jensen,18423503,M,1. The Shawshank Redemption,Normal,7.82,2023-08-04
Vickie Coleman,77712767,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.58,2022-02-27
Thomas Kim,86554629,M,24. Forrest Gump,3D,13.16,2017-05-08
Mario Berger Jr.,22752187,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.68,2017-05-25
John Winters,65152707,M,10. The Godfather Part II,Normal,8.56,2020-05-07
Jeffrey Andrews PhD,11034400,M,3. Citizen Kane,Normal,8.93,2016-03-17
Jennifer Moore,49032436,F,1. The Shawshank Redemption,3D,11.73,2024-10-31
Mark Ellis,83440765,M,16. Star Wars: Episode IV - A New Hope,3D,11.09,2021-12-23
Edwin Phillips,27374561,M,22. The Wizard of Oz,Normal,7.06,2022-11-15
Jennifer Cook,32175858,F,21. Casablanca,3D,12.29,2018-10-28
Daniel Shaw,47017683,M,13. Psycho,3D,11.94,2019-08-16
Kelsey Lester,63597905,F,19. The Matrix,Normal,6.49,2021-04-01
Breanna Henry,89658382,F,25. Inception,3D,11.17,2017-07-25
Tasha Chen,17011945,F,2. The Godfather,Normal,8.42,2025-02-17
Michael Villegas,98648882,M,14. 2001: A Space Odyssey,Normal,7.62,2020-06-19
Cindy Robertson,34735027,F,9. The Dark Knight,3D,13.68,2019-01-20
Joan Miller,16893032,F,16. Star Wars: Episode IV - A New Hope,3D,11.08,2020-06-22
Tina Flynn,36300454,F,23. Seven Samurai,3D,12.67,2023-12-04
Joshua Lynch,81420913,M,12. Fight Club,Normal,7.97,2024-03-04
Nancy Hines,41778856,F,"6. The Good, the Bad and the Ugly",Normal,8.75,2021-04-16
Dorothy Anderson,90899781,F,12. Fight Club,Normal,8.69,2023-07-28
John Lee,44326755,M,4. 12 Angry Men,Normal,8.48,2018-04-29
Lisa Simmons,52456390,F,25. Inception,Normal,8.67,2018-02-27
Tanya Duncan,79404172,F,4. 12 Angry Men,Normal,7.71,2017-06-17
Angela Wilson,34772023,F,5. Schindler's List,Normal,8.81,2023-10-04
Cindy Wilson,64949405,F,9. The Dark Knight,Normal,7.18,2018-06-13
Nicholas Bruce,43952710,M,25. Inception,Normal,8.44,2022-07-15
Andrew Gilmore,71453786,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.32,2021-07-27
Robin Wilson,53751059,F,22. The Wizard of Oz,Normal,6.59,2022-09-19
Alicia Barker,69352679,F,24. Forrest Gump,3D,12.71,2017-08-19
Julie Goodman,60240275,F,"6. The Good, the Bad and the Ugly",3D,13.27,2021-04-22
Michelle Medina,88817535,F,1. The Shawshank Redemption,Normal,6.33,2022-07-23
Terry Small,35837616,M,"6. The Good, the Bad and the Ugly",Normal,7.72,2018-02-28
Jason Lewis,77764061,M,16. Star Wars: Episode IV - A New Hope,Normal,7.27,2016-06-21
Brenda Kelly,75495861,F,3. Citizen Kane,3D,11.62,2019-04-21
Gary Silva,86759965,M,4. 12 Angry Men,3D,10.21,2019-10-12
Sheila Hess,51386582,F,18. Terminator 2: Judgment Day,3D,13.17,2018-08-25
Olivia Garza,68362147,F,15. Metropolis,3D,13.23,2020-08-11
Dwayne Taylor,22925304,M,8. The Lord of the Rings: The Return of the King,Normal,8.37,2024-02-16
Andre Parker,71809778,M,9. The Dark Knight,3D,11.26,2022-03-15
Michael Shannon,11178068,M,18. Terminator 2: Judgment Day,Normal,6.93,2019-03-21
Travis Benton,87411289,M,18. Terminator 2: Judgment Day,Normal,6.66,2015-12-23
Travis Chan,92402997,M,21. Casablanca,3D,12.78,2024-12-23
Patricia Rowe DDS,23202573,F,11. Pulp Fiction,Normal,8.31,2020-12-14
Shelly White,89475611,F,14. 2001: A Space Odyssey,3D,11.04,2025-05-02
Anita Reese,54775754,F,24. Forrest Gump,3D,13.31,2021-07-01
Kim Moore,33135867,F,9. The Dark Knight,Normal,8.51,2023-07-30
Manuel Smith,88145081,M,21. Casablanca,3D,11.62,2022-11-07
Adam Fitzgerald,67618133,M,23. Seven Samurai,Normal,6.72,2024-06-02
Mark Schneider,53151752,M,5. Schindler's List,3D,11.42,2020-04-06
Terri Mccall,30889615,F,23. Seven Samurai,Normal,7.12,2022-09-08
Jane Washington DVM,46423825,F,16. Star Wars: Episode IV - A New Hope,Normal,8.46,2024-06-06
Virginia Austin,92558652,F,3. Citizen Kane,Normal,7.4,2017-10-03
Christina Nichols,25543458,F,15. Metropolis,3D,10.61,2022-05-27
Rebecca Murray,54393570,F,3. Citizen Kane,3D,13.37,2016-06-26
Courtney Quinn,94549929,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.01,2023-10-11
Tammy Munoz,77181554,F,9. The Dark Knight,Normal,6.75,2018-02-27
Alexis Bautista,71438350,F,18. Terminator 2: Judgment Day,Normal,7.58,2024-03-10
James Grant,57860171,M,9. The Dark Knight,3D,11.79,2023-06-25
Mia Williams,94349445,F,25. Inception,Normal,8.66,2018-04-24
Thomas Hale,87267389,M,"6. The Good, the Bad and the Ugly",Normal,8.58,2016-03-30
Daniel Martin DDS,27140092,M,1. The Shawshank Redemption,3D,11.66,2016-10-13
Roberto Garza,58868951,M,15. Metropolis,Normal,7.16,2022-06-07
Douglas Murray,48584460,M,8. The Lord of the Rings: The Return of the King,Normal,6.41,2021-07-26
Christina Williams,27963826,F,23. Seven Samurai,Normal,8.59,2017-12-28
Sydney Neal MD,80542479,F,19. The Matrix,Normal,6.37,2019-07-08
Todd Oneill,87397210,M,"6. The Good, the Bad and the Ugly",3D,13.67,2024-04-19
Kara Johnston,95428676,F,10. The Godfather Part II,3D,13.33,2024-12-19
Alexander Brown,52087732,M,21. Casablanca,3D,10.68,2025-03-25
Matthew King,15801719,M,11. Pulp Fiction,3D,12.52,2022-04-15
Brittney Hall,87771571,F,15. Metropolis,Normal,6.45,2016-06-24
James Ross,91901217,M,9. The Dark Knight,3D,12.65,2023-08-28
Jose Anderson,59564164,M,2. The Godfather,Normal,6.97,2021-06-07
Robert Wallace,82400345,M,2. The Godfather,Normal,6.61,2024-02-18
James Huffman,15272050,M,"6. The Good, the Bad and the Ugly",Normal,6.66,2016-05-14
Aaron Sweeney,83271657,M,12. Fight Club,Normal,6.84,2021-12-20
Jeffrey Padilla,46139984,M,9. The Dark Knight,3D,10.53,2021-11-18
Troy Bryant,16215407,M,4. 12 Angry Men,3D,11.62,2022-06-16
Nancy Martinez,24460272,F,22. The Wizard of Oz,3D,10.82,2019-11-15
Ellen Strickland,36468750,F,3. Citizen Kane,3D,10.55,2016-10-08
Devin Oliver,63597116,M,22. The Wizard of Oz,3D,10.79,2022-12-19
Todd Schneider,12193343,M,"6. The Good, the Bad and the Ugly",Normal,7.77,2025-04-14
Michael Thomas,28677114,M,20. Raiders of the Lost Ark,3D,10.38,2017-10-27
Amy Leonard,57776483,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,7.88,2019-11-02
David Paul,75465468,M,21. Casablanca,3D,13.33,2024-12-26
Tanya Lewis,80892815,F,9. The Dark Knight,3D,13.07,2016-05-02
Robert Estrada,85776034,M,14. 2001: A Space Odyssey,3D,13.0,2022-07-06
Chelsea Jones,81988237,F,8. The Lord of the Rings: The Return of the King,Normal,6.55,2025-02-24
Jessica Cox,75629487,F,8. The Lord of the Rings: The Return of the King,Normal,7.58,2024-10-17
Natasha Meyers,97020868,F,23. Seven Samurai,Normal,7.69,2023-05-03
Laura Rosales,44727500,F,16. Star Wars: Episode IV - A New Hope,Normal,8.91,2023-06-18
Raymond Middleton,44738240,M,15. Metropolis,Normal,6.41,2023-01-18
Raymond Mcdaniel,69776482,M,4. 12 Angry Men,Normal,6.64,2015-06-05
Courtney Hall,38458046,F,15. Metropolis,3D,13.38,2018-11-05
Christopher Watkins,94735014,M,9. The Dark Knight,3D,11.74,2016-05-10
Jaclyn Lopez,77584897,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.4,2024-03-21
Daniel Phillips,28966723,M,14. 2001: A Space Odyssey,3D,10.84,2019-02-06
Michael Huber,94425032,M,20. Raiders of the Lost Ark,3D,12.05,2016-12-04
Charles Knapp,43326396,M,12. Fight Club,Normal,7.33,2016-02-07
Shawn Mclaughlin,73468112,M,1. The Shawshank Redemption,3D,12.07,2021-04-28
Andrew Russell,16631193,M,18. Terminator 2: Judgment Day,3D,12.65,2020-08-24
Angel Hooper,68442806,M,9. The Dark Knight,3D,10.82,2023-04-26
Thomas Braun,63675958,M,12. Fight Club,Normal,6.95,2024-08-10
Joseph Lane,68379166,M,15. Metropolis,Normal,7.63,2023-05-13
Joshua Myers,50871250,M,25. Inception,Normal,7.21,2023-05-10
Toni Jones,58161399,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.1,2019-12-26
Sandra Smith,69821908,F,19. The Matrix,Normal,7.7,2024-07-14
Mark Rodriguez,81427355,M,24. Forrest Gump,Normal,6.33,2019-01-21
Joseph Mcdonald,87900308,M,23. Seven Samurai,3D,12.2,2019-10-23
Rachael Morgan,29172862,F,15. Metropolis,Normal,6.24,2023-08-03
Olivia Anderson,34236134,F,5. Schindler's List,3D,10.02,2022-09-26
Martha Cook,61312387,F,8. The Lord of the Rings: The Return of the King,Normal,7.18,2020-06-16
Kellie Williams,12444010,F,13. Psycho,Normal,7.76,2020-07-09
Jaclyn Davis,44710204,F,21. Casablanca,Normal,7.21,2020-04-14
Allison Juarez,54034329,F,4. 12 Angry Men,Normal,6.18,2020-02-02
Joel Johnson,96852922,M,23. Seven Samurai,3D,13.95,2024-04-02
Cindy Maxwell,95005135,F,11. Pulp Fiction,Normal,8.73,2015-11-13
Stephen Jordan,33619562,M,3. Citizen Kane,Normal,7.72,2016-04-04
Christina Anderson,45844419,F,24. Forrest Gump,3D,13.44,2025-04-23
Robert Orr,72467601,M,4. 12 Angry Men,Normal,8.7,2018-07-26
Kimberly Zavala,98509115,F,15. Metropolis,Normal,8.37,2020-01-25
Michael Pittman II,19986714,M,8. The Lord of the Rings: The Return of the King,3D,10.55,2022-07-07
Philip Sutton,73778217,M,22. The Wizard of Oz,3D,13.03,2023-11-19
Kevin Mcgee,20915978,M,25. Inception,Normal,7.77,2020-03-14
Joseph White,93241300,M,13. Psycho,Normal,8.43,2021-08-08
Victoria Newman,50106341,F,11. Pulp Fiction,Normal,6.91,2021-04-06
William Williams,35814155,M,9. The Dark Knight,Normal,6.28,2020-06-15
Richard Novak,11786644,M,25. Inception,Normal,7.13,2019-05-14
Belinda Hernandez,76584887,F,25. Inception,3D,13.42,2020-11-28
Erica Fields,36658105,F,5. Schindler's List,3D,11.39,2020-10-05
Steven Doyle,21931603,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.79,2024-07-16
Ronald Kane,98994949,M,12. Fight Club,Normal,7.21,2023-09-03
Jennifer Bennett,47362931,F,16. Star Wars: Episode IV - A New Hope,3D,12.26,2017-04-30
Sandra Kennedy,99766969,F,24. Forrest Gump,3D,11.5,2024-11-28
Alyssa Smith,65351268,F,12. Fight Club,Normal,6.99,2025-01-19
Marie Brown,85260029,F,12. Fight Club,3D,12.31,2019-03-26
Monica Soto,96163144,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,6.87,2022-02-22
David Collins,63222194,M,"6. The Good, the Bad and the Ugly",Normal,7.15,2019-10-02
Dylan James,68990406,M,5. Schindler's List,Normal,7.75,2020-05-30
Rebekah Bartlett,18417407,F,23. Seven Samurai,3D,11.5,2021-09-25
Steven Mayer,29968423,M,10. The Godfather Part II,3D,13.77,2018-10-14
Stephanie Roman,73003360,F,24. Forrest Gump,Normal,8.93,2024-07-20
Haley Hernandez,65503667,F,23. Seven Samurai,Normal,7.44,2016-01-15
Logan Erickson,53201810,M,25. Inception,3D,13.45,2017-10-19
Douglas Hill,95619679,M,15. Metropolis,Normal,6.2,2022-03-23
Trevor Knight,77876024,M,5. Schindler's List,Normal,7.34,2021-07-03
Ashley Williams,32493694,F,19. The Matrix,Normal,6.07,2023-07-31
Victor Drake,15394737,M,5. Schindler's List,3D,11.73,2021-01-20
Taylor Burgess,40110956,F,20. Raiders of the Lost Ark,3D,12.38,2018-08-09
Jamie Molina,11459257,F,"6. The Good, the Bad and the Ugly",Normal,6.84,2024-02-14
Monique Powers,50945080,F,9. The Dark Knight,Normal,6.96,2023-06-07
Laura Thompson,41952469,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,10.05,2020-03-19
Carrie Hammond,74045663,F,15. Metropolis,3D,11.36,2024-04-25
Kiara Diaz,77759263,F,4. 12 Angry Men,3D,12.86,2020-07-02
Gwendolyn Martinez,16942848,F,8. The Lord of the Rings: The Return of the King,Normal,8.0,2023-06-08
Patrick Carney,33866625,M,24. Forrest Gump,3D,11.81,2019-11-24
Bruce Hansen,52744974,M,12. Fight Club,3D,12.67,2019-07-02
Brittany Mullins,70045187,F,8. The Lord of the Rings: The Return of the King,3D,10.72,2018-07-15
Mr. Jesse Lindsey,38925512,M,2. The Godfather,Normal,6.3,2017-11-28
Jeffery Griffin,18664530,M,9. The Dark Knight,Normal,7.32,2017-11-25
Danielle Moore,35253212,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,7.02,2020-11-21
Christopher Lynch,14610441,M,14. 2001: A Space Odyssey,3D,10.61,2019-01-01
Ashley Nielsen,92393732,F,4. 12 Angry Men,3D,11.92,2024-03-16
Adam Phillips,71189874,M,8. The Lord of the Rings: The Return of the King,3D,13.33,2016-07-01
Michele Tran,21695976,F,1. The Shawshank Redemption,Normal,6.92,2018-08-01
Cynthia Thompson,62394341,F,3. Citizen Kane,Normal,7.45,2016-03-28
Michael Bryan,86025289,M,25. Inception,3D,10.15,2023-01-07
Katherine Reyes,74042384,F,24. Forrest Gump,Normal,6.85,2021-10-24
Albert Lowe,31793672,M,12. Fight Club,3D,13.4,2022-02-01
Jennifer Alexander,89988314,F,16. Star Wars: Episode IV - A New Hope,3D,13.23,2024-05-22
Theodore Garcia,38129994,M,2. The Godfather,3D,10.93,2017-09-15
Martin Lang,97244316,M,8. The Lord of the Rings: The Return of the King,3D,12.48,2023-03-14
Casey Martinez,77292315,F,16. Star Wars: Episode IV - A New Hope,Normal,6.78,2020-06-07
Robert Aguilar,96111024,M,3. Citizen Kane,Normal,7.15,2024-08-01
Michael Morgan,17131294,M,18. Terminator 2: Judgment Day,3D,11.45,2019-05-18
Joyce Moon,42051830,F,1. The Shawshank Redemption,Normal,6.84,2017-08-27
Aaron May,39325802,M,4. 12 Angry Men,Normal,7.89,2015-06-24
Kelly Murphy,82819071,F,5. Schindler's List,3D,12.79,2018-11-15
Mario White,75945672,M,8. The Lord of the Rings: The Return of the King,3D,10.86,2020-08-29
Tara Kelly,66997266,F,8. The Lord of the Rings: The Return of the King,Normal,8.21,2024-09-22
Thomas Key,89916709,M,1. The Shawshank Redemption,Normal,7.95,2018-02-28
Karen Barnes,81771223,F,25. Inception,Normal,7.5,2021-03-25
Aaron Kent,98118859,M,20. Raiders of the Lost Ark,Normal,6.56,2015-07-13
Joanna Johnson,49143531,F,14. 2001: A Space Odyssey,3D,12.71,2015-07-19
Kenneth Collier,79071088,M,13. Psycho,Normal,6.81,2022-04-29
Anthony Kennedy,24190747,M,"6. The Good, the Bad and the Ugly",Normal,8.37,2021-01-10
Elizabeth Bishop,22109066,F,14. 2001: A Space Odyssey,Normal,7.94,2021-09-16
Angela Nguyen,93118161,F,12. Fight Club,3D,11.83,2023-11-30
Timothy Ballard,89815350,M,16. Star Wars: Episode IV - A New Hope,3D,11.54,2017-02-08
Ernest Mcclure,49296558,M,9. The Dark Knight,3D,12.71,2016-08-11
Ronald Kennedy,39165489,M,21. Casablanca,3D,11.77,2016-03-21
David Atkins,61512381,M,25. Inception,Normal,8.54,2016-08-24
Daniel Medina,65646452,M,13. Psycho,3D,13.06,2017-03-05
Kristina Maddox,35378584,F,22. The Wizard of Oz,3D,11.63,2023-11-27
Catherine Harris,77648442,F,1. The Shawshank Redemption,Normal,8.5,2024-11-06
Rachel Nelson,59420511,F,4. 12 Angry Men,3D,13.97,2016-03-21
Elizabeth Mcknight,51225798,F,4. 12 Angry Men,Normal,6.68,2016-08-02
Michael Olson,16511361,M,8. The Lord of the Rings: The Return of the King,Normal,7.98,2018-03-23
Morgan Palmer,54483614,F,2. The Godfather,3D,13.05,2021-09-08
Shawn Branch,63421997,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.0,2020-07-18
Michael Bernard,14835504,M,8. The Lord of the Rings: The Return of the King,3D,10.22,2015-06-21
Elizabeth Martinez,76217537,F,19. The Matrix,Normal,8.15,2016-09-24
Alisha Austin,96751718,F,11. Pulp Fiction,Normal,8.08,2016-06-11
Nicole Jones,95099321,F,24. Forrest Gump,3D,13.62,2018-12-12
Jacob Lee,19138280,M,4. 12 Angry Men,Normal,7.08,2016-09-13
Kirsten Murray,78733756,F,1. The Shawshank Redemption,Normal,7.67,2017-12-28
Michelle Roberts,83140982,F,16. Star Wars: Episode IV - A New Hope,Normal,6.25,2023-11-05
Cassidy Mcgrath,17471279,F,16. Star Wars: Episode IV - A New Hope,Normal,7.02,2018-05-27
Curtis Clay,60272997,M,5. Schindler's List,Normal,8.52,2022-10-01
Aaron Carrillo,42629551,M,14. 2001: A Space Odyssey,Normal,8.57,2019-10-14
Erin Perez,80521122,F,4. 12 Angry Men,3D,10.5,2015-08-09
Lisa Salazar,33477674,F,23. Seven Samurai,Normal,8.5,2025-01-24
Michael Martinez,70149926,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.77,2018-07-15
Susan Ibarra,27250027,F,23. Seven Samurai,Normal,6.73,2022-02-02
Brandon Moses,76706418,M,12. Fight Club,Normal,7.43,2017-10-18
Kathleen Collins,74953630,F,18. Terminator 2: Judgment Day,3D,13.69,2015-07-04
Madison Martin,79109611,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.6,2021-06-24
Michael Rodriguez,17327914,M,"6. The Good, the Bad and the Ugly",Normal,7.43,2015-11-29
George Holland,78187310,M,18. Terminator 2: Judgment Day,3D,12.27,2020-07-12
Shane Stewart,51016019,M,12. Fight Club,3D,10.38,2024-10-26
Kevin Edwards DDS,42591249,M,1. The Shawshank Redemption,Normal,6.5,2023-06-15
Maria Brown,60695806,F,5. Schindler's List,3D,10.39,2021-08-05
Alicia Reese,30194251,F,13. Psycho,3D,11.76,2017-04-15
Roger Jennings,97559665,M,3. Citizen Kane,3D,12.57,2018-10-08
