nombre,dni,genero,pelicula,formato,precio,fecha_visita
Mrs. Angel Davis,70862622,F,The Last Egyptian,3D,12.9,2025-07-21
Frank Smith,25440735,M,The Seed of the Fathers,3D,10.67,2025-06-20
Cheryl Young,85020513,F,Anfisa,Normal,8.61,2025-06-12
Jimmy Long,62529694,M,La lucha contra el destino,3D,11.82,2026-04-11
Joann Underwood,93629542,F,Should a Woman Divorce?,3D,11.78,2025-08-08
Patricia Perez,64137579,F,A Dog's Tale,Normal,6.49,2026-05-04
Karen Parker,26689795,F,Colorado,3D,10.32,2025-08-21
Victoria Davis,96226314,F,A Sister to Carmen,Normal,8.7,2025-12-19
Susan Romero,36314089,F,A Princess of Bagdad,3D,12.73,2025-07-06
Angela Price,67559643,F,La conspiration des drapeaux,Normal,6.29,2026-04-04
Mason Lopez,92235145,M,The Climbers,3D,11.76,2026-03-30
Stephanie Brown,54888696,F,Cuentos baturros,3D,12.29,2026-02-06
Susan Lopez,62586321,F,Dr. Rameau,3D,12.95,2025-08-31
Douglas Taylor,70395538,M,Barcelona bajo la nieve,3D,10.15,2026-01-16
Christy Schaefer,35987371,F,The Adventures of a Madcap,3D,12.88,2025-07-19
Melissa Barry,91238749,F,Life in a Western Penitentiary,Normal,6.12,2025-06-23
David Butler,68946284,M,The Land of the Lost,3D,10.85,2025-05-27
James Lawson,29981250,M,Betty in Search of a Thrill,3D,12.71,2026-03-24
Scott Cuevas Jr.,33315731,M,The Curious Conduct of Judge Legarde,3D,11.93,2026-02-09
Jasmine English MD,81400946,F,Brewster's Millions,Normal,6.36,2026-01-31
Richard Evans,85943229,M,C.O.D.,3D,13.87,2025-11-29
Theodore Stevens,53962241,M,The Monster and the Girl,Normal,8.89,2025-10-12
Grace Vazquez,51221633,F,Amor gitano,Normal,6.63,2026-04-04
Brenda Jones,13217853,F,A Princess of Bagdad,3D,12.27,2026-01-14
Lori Castillo,39004109,F,Brewster's Millions,3D,10.27,2025-06-10
Jeremy Edwards,43222186,M,The Mysterious Mr. Wu Chung Foo,Normal,7.36,2025-10-18
Andrew Williams,52839253,M,Alice in Wonderland,Normal,6.24,2025-09-22
Christie Sellers,12977897,F,Her Own Money,Normal,6.33,2025-12-31
John Taylor,46404316,M,Cohen's Luck,3D,10.53,2025-08-17
Mrs. Cheryl Cabrera MD,58466535,F,Robbery Under Arms,3D,13.72,2025-09-16
Melissa Jordan,42409269,F,Die Sumpfblume,3D,11.06,2026-03-04
Michael Parsons,75459772,M,Amigas siempre,3D,10.65,2026-04-16
Teresa Roberts,36750369,F,The Black Diamond,Normal,6.43,2026-04-28
Stephen Chase,94635563,M,Atop of the World in Motion,Normal,6.39,2025-06-29
Micheal Frye,38820065,M,Beulah,3D,13.85,2026-03-02
Brittany Escobar,14272965,F,The Commanding Officer,Normal,7.36,2026-05-04
Timothy Contreras,49899779,M,Facing the Gattling Guns,Normal,7.73,2025-11-19
Andrew Curtis,97409157,M,La pierre philosophe,3D,11.88,2025-10-20
Lisa Farley,20668865,F,At the Cross Roads,3D,12.35,2025-08-05
Tammy Harper,21294525,F,The Man from Home,3D,10.67,2026-04-29
Isaac Allen,32843683,M,Called Back,Normal,7.83,2025-11-19
Allen Skinner,51123247,M,La última danza,Normal,8.52,2026-03-13
Vanessa Sheppard,86760963,F,A Venetian Night,Normal,7.53,2026-04-07
Stephanie Richard,50434074,F,What Is to Be Done?,3D,13.89,2025-10-27
Robert Randolph,66281088,M,"The Life of Big Tim Sullivan; or, from Newsboy to Senator",3D,13.82,2025-07-20
Allison Jones,98080307,F,The Long Arm of the Law,3D,10.72,2026-03-14
John Snyder,57544077,M,1915 World's Championship Series,Normal,7.28,2026-04-05
Amber Ramsey,30918417,F,Jahreszeiten des Lebens,3D,10.81,2025-08-27
Bradley Monroe,19811412,M,Ready Money,3D,11.92,2025-05-24
William Wang,84688578,M,The Money Lender,3D,13.91,2025-11-24
Richard Carter,11354222,M,The Chorus Lady,Normal,6.63,2026-01-07
Mrs. Madison Stevens,77119658,F,Aurora Leigh,Normal,7.61,2025-08-10
Isaac Bell,25571369,M,Colorado,3D,12.16,2025-11-01
Jessica Taylor,45377753,F,Lucha por la herencia,Normal,6.81,2026-05-06
William Owens,21002394,M,Statistinnen des Lebens,Normal,7.8,2025-09-26
Matthew Robinson,83786003,M,The Battle of Love,Normal,6.44,2025-08-14
Timothy Anderson,82219866,M,"Joliet Prison, Joliet, Ill.",Normal,6.16,2025-12-04
Melanie Valentine,12744379,F,The Arrival of Perpetua,Normal,6.1,2026-03-28
John Bass,52531543,M,The Escape,Normal,6.02,2026-05-03
Michael Day,85993057,M,Enoch Arden,3D,13.06,2025-11-08
John Johnson,11504288,M,Three Weeks,Normal,7.14,2026-04-21
Bruce Chang,12185577,M,Wenn die Maske fällt,3D,11.43,2025-11-09
Frank Ortiz,91187436,M,Diego Corrientes,3D,12.51,2025-08-25
John Armstrong,88854193,M,"Hamlet, Prince of Denmark",Normal,6.84,2025-10-20
Valerie Johnson,61466898,F,The Dollar Mark,3D,11.25,2026-04-15
Elizabeth Hoover,49744487,F,Protección de un convoy de víveres en el puente de camellos,3D,11.21,2025-08-06
Jonathan Gibbs MD,91800420,M,Atop of the World in Motion,3D,10.08,2025-05-07
Jason Rios,17734481,M,The Bigger Man,3D,10.73,2025-06-26
Benjamin Lucas,17345760,M,Betty in Search of a Thrill,3D,12.79,2026-03-31
Jonathan Johnson,50778936,M,Concurso Hípico no Porto,Normal,8.07,2026-04-05
James Gomez,40527438,M,Passionels Tagebuch,Normal,8.9,2025-09-30
Jeffrey Luna,31277899,M,Conscience,Normal,7.64,2025-10-28
Janice Murray,50842614,F,Revolução de 5 de Outubro,3D,13.09,2026-02-04
Donald Dougherty,14786250,M,An Affair of Three Nations,3D,13.79,2026-01-02
Bryan Cantrell,11533238,M,La malquerida,Normal,8.58,2025-05-10
Alexander Daniels,24761933,M,Statistinnen des Lebens,3D,11.65,2025-10-15
Cynthia Cole DDS,34664975,F,Adoptivkind,Normal,7.68,2025-06-19
Steven Baker,59181767,M,The Fatal Night,3D,10.5,2026-05-02
Julie Gomez,26250961,F,The Little Jewess,3D,11.5,2026-04-27
Jasmine Welch,80961588,F,The Devil's Assistant,3D,11.16,2025-06-29
Mikayla Alexander,69048975,F,Cameo Kirby,Normal,6.24,2026-04-06
Shirley Rivers,83369725,F,Down with Weapons,3D,12.28,2025-12-04
Claire Rodriguez,77186938,F,El fantasma del castillo,3D,12.79,2026-04-12
Willie Mendoza,45457785,M,Gira política de Madero y Pino Suárez,3D,12.65,2025-11-12
Richard Adams,72511528,M,The Escape,3D,12.33,2026-03-28
Reginald Black,47731340,M,His Brother's Wife,Normal,6.49,2026-02-11
Russell Wheeler,95532770,M,The Boss,Normal,8.91,2025-11-13
Donna Campos,56400817,F,Apuntes de la fiesta de la flor,Normal,8.44,2025-06-06
Kimberly Floyd,12241646,F,The Criminal Code,3D,12.8,2025-08-15
Tina Lopez,28490873,F,The Sin of a Woman,3D,13.19,2025-07-30
Jennifer Kemp,42030475,F,Homenaje a Lanuza,3D,11.03,2026-03-19
Mary Austin,39530198,F,The Devil's Daughter,3D,13.72,2026-04-30
William Murphy,66065886,M,The Bludgeon,3D,10.33,2025-07-31
Anthony Allen,71883991,M,As Ye Sow,Normal,7.17,2026-03-30
Chelsea Ellis,29156484,F,Barcelona bajo la nieve,Normal,7.3,2025-11-30
Charles Griffin,86446605,M,A Bunch of Keys,3D,12.11,2025-08-07
Justin Vang,92997469,M,With Serb and Austrian,3D,11.78,2025-09-06
Michael Lawrence,27691786,M,The Lion and the Mouse,Normal,8.47,2025-11-29
Stephen Cox,53026552,M,The Road to Ruin,3D,10.07,2025-10-03
Darren Allen,63296821,M,Die Eisbraut,Normal,8.6,2026-01-09
Melissa Morris,79704726,F,The Concealed Truth,3D,12.76,2026-02-18
Kenneth Parker,43392905,M,Bánk bán,Normal,6.06,2025-08-27
Allen Perez,51006605,M,Black Fear,Normal,6.41,2026-04-09
Brady Taylor,83393897,M,The Spitfire,3D,13.12,2025-12-12
Michelle Baker,31304395,F,The Traitress,3D,12.81,2025-10-03
Kimberly Ward,36046345,F,The Money God,3D,11.48,2026-02-21
Adrienne Perry,10642729,F,My Husband's Getting Married,Normal,8.54,2026-03-23
Lori Gordon,35326165,F,A Branded Soul,3D,11.26,2025-11-07
Daniel Conrad,51978679,M,The Last Volunteer,3D,11.85,2025-11-15
Jamie Hill,41176956,F,"His Holiness, the Late Pope Pius X, and the Vatican",3D,12.11,2025-12-10
Johnny Ramirez,11198579,M,The Typhoon,Normal,8.32,2026-04-02
Melissa Brooks,88600943,F,The Clemenceau Case,3D,12.25,2025-11-15
Gregory Barker,49943918,M,Hamlet,3D,13.88,2025-05-17
Austin Miller,94789858,M,"Destiny: or, the Soul of a Woman",Normal,8.95,2026-02-06
David Wells,60397318,M,The Heir to Skjoldborg,3D,13.57,2025-05-07
Roy Collier,38242122,M,Ungarische Rhapsodie,Normal,8.5,2025-07-22
Tanya Turner,17042991,F,Un solo corazón o Los muertos viven,3D,11.46,2026-02-19
Stacey Cochran,10773451,F,Enoch Arden,3D,10.48,2025-08-18
Erica Diaz,51389840,F,Trapped by the Camera,3D,10.86,2025-05-13
Kenneth Leonard,92769962,M,A Dog's Tale,3D,12.01,2026-04-18
Clifford Weber,97357020,M,Dr. Mawson in the Antarctic,Normal,6.79,2026-03-17
Matthew Johnson,58485286,M,El testamento de Diego Rocafort,3D,10.64,2025-10-01
Victoria Snyder,23982998,F,Down with Weapons,Normal,7.18,2025-08-27
James Moore,32780860,M,A Factory Magdalen,Normal,6.69,2025-12-31
Kenneth Serrano,90258832,M,Das Geschenk des Inders,Normal,6.59,2025-12-21
Cathy Baker,99450040,F,The Tide of Death,3D,10.86,2025-09-01
William Lewis,50330846,M,Lola,3D,10.75,2026-02-27
Deborah Martinez,89558221,F,La secta de los misteriosos,3D,10.25,2025-09-25
Cheryl Tate,69655230,F,Too Late,Normal,7.9,2025-07-26
Joseph Nielsen,93918389,M,The Toll of Mammon,Normal,6.52,2025-06-08
Bill Pearson,52045316,M,Amor de pescadora,3D,13.32,2026-01-23
Andrea Davis,29705450,F,Amigas siempre,Normal,7.6,2025-08-20
Devin Alvarez,24251727,M,Michael Strogoff,3D,11.69,2026-02-24
Dwayne Floyd,26097314,M,Fulano de Tal se enamora de Manón,3D,11.22,2025-10-30
Lindsey Hernandez,81090379,F,What 80 Million Women Want,Normal,7.67,2026-01-24
Kevin Fields,12876863,M,The Million Dollar Robbery,3D,11.16,2025-12-01
Emma Greene,73565042,F,The Mystery of the Poison Pool,Normal,7.08,2025-05-09
Kelly Brown,70193490,F,Cameo Kirby,Normal,7.78,2025-10-30
David Fox,48364434,M,The Four Devils,Normal,7.44,2026-01-25
Edward Buck,10147119,M,Krates,Normal,6.26,2025-06-26
Kimberly Figueroa,53983482,F,What Happened to Mary,Normal,7.4,2026-03-09
Julie Robertson,63580647,F,Rainha Depois de Morta Inês de Castro,Normal,7.65,2026-03-25
Charles Johnson,42423528,M,The Unwelcome Mrs. Hatch,Normal,7.15,2025-07-15
James Diaz,48134508,M,An Affair of Three Nations,3D,11.73,2026-01-30
Alexis Perez,36965804,F,Zona de Incursões em Chaves,3D,11.84,2026-04-12
William Hall,71723527,M,Judge Not,3D,12.37,2026-01-18
Danny Holt,27156876,M,Desastre do Monoplano Gnome na Amadora,Normal,7.57,2025-09-29
Dennis Underwood,95426171,M,The Black Diamond,Normal,6.43,2025-05-12
William Davis,36459507,M,The Might of Gold,Normal,8.5,2025-09-21
Devin Beard MD,14824898,M,The Spirit of the Conqueror,Normal,7.5,2026-02-24
Tracy Cameron,36481610,F,Are You a Mason?,3D,12.55,2025-08-10
Mary Davidson,99994511,F,Blodets röst,3D,13.18,2025-12-16
Tyler May,92901091,M,Old Brandis' Eyes,3D,10.91,2025-07-04
Veronica Logan,64486807,F,The Lost Paradise,3D,13.77,2025-08-01
Thomas Hancock,29362174,M,Der fremde Vogel,3D,11.22,2025-12-09
Debra Perez,93224299,F,Los muertos hablan,Normal,6.69,2025-08-11
Helen Miller,11161879,F,The House Next Door,3D,10.05,2025-06-10
Bob Briggs,77275823,M,The Ragged Earl,3D,11.13,2025-10-29
Andrea Gilbert,75318902,F,Excursión a San Lorenzo de Munt,3D,11.76,2025-05-24
Felicia Ramirez,98673638,F,The Independence of Romania,Normal,6.65,2025-11-28
Alicia Reynolds,33764726,F,The Spirit of the Poppy,Normal,7.38,2026-03-21
Sandra Young,11547372,F,The Folly of Revenge,3D,13.19,2025-11-19
Madison Sanders,49952779,F,Imar the Servitor,3D,10.36,2025-12-22
Linda Rodriguez,50402891,F,As Ye Repent,3D,10.75,2026-04-08
Melinda Rodriguez,61138358,F,The Crown Prince's Double,3D,12.34,2026-03-15
Nicholas Reid,67704020,M,La intrusa,3D,11.23,2025-12-10
Manuel Grant,85343265,M,Wildflower,3D,10.74,2025-08-18
Cynthia Christian,85447486,F,After Five,Normal,6.87,2025-05-07
Samantha Olson,93735746,F,Zudora,Normal,8.64,2025-10-11
David Morales,17708448,M,Your Girl and Mine: A Woman Suffrage Play,3D,13.68,2025-06-14
Phillip Anderson,28687245,M,The Span of Life,3D,10.03,2026-01-12
Emily Schwartz,22547164,F,The Cotton King,3D,11.93,2025-07-01
Stephanie Santos,29624182,F,The Prodigal Son,Normal,6.22,2025-11-05
Dr. Morgan Cordova,98498385,F,The Cup of Life,3D,13.95,2025-05-20
Lance James,74702832,M,An American Gentleman,Normal,6.31,2025-08-23
Andrew Ortiz,33941896,M,The Spoilers,3D,13.17,2026-03-07
Victor Schwartz,67333026,M,"Romani, the Brigand",3D,12.53,2026-03-17
Daniel Lee,90614296,M,The Voice at the Telephone,3D,13.62,2025-11-16
Larry Lawson,48739021,M,The Fairylogue and Radio-Plays,3D,11.04,2025-06-15
Karen Brown,32627043,F,The Temptations of Satan,Normal,6.71,2026-02-28
Barbara Robinson,45531743,F,The Better Woman,3D,11.06,2026-04-28
Mary Valencia,66221627,F,Fantômas: In the Shadow of the Guillotine,Normal,6.12,2025-10-14
Eric Turner,69313646,M,The Battle of the Sexes,3D,10.92,2025-05-23
Andrew Guerrero,47401199,M,A Branded Soul,Normal,7.49,2025-08-07
Bonnie Hughes,11178146,F,Carmen,Normal,6.25,2026-04-06
Amanda Stone,33279555,F,Ansigttyven I,3D,13.74,2025-12-27
Francisco Gaines,20919530,M,The Battle of Gettysburg,3D,11.66,2026-02-15
David Morris,44177647,M,The Better Woman,Normal,7.52,2025-07-13
Valerie Ford,67534190,F,Blind Man's Bluff,3D,11.76,2025-08-27
Daniel Kane,61110448,M,Gira política de Madero y Pino Suárez,Normal,6.5,2026-05-03
Stacy Davis,50328985,F,Tillie's Punctured Romance,3D,11.58,2025-09-07
Antonio Lawson,66130616,M,The Envoy Extraordinary,Normal,7.51,2025-07-06
Blake Mcdonald,74213137,M,Anna Karenina,3D,12.43,2025-06-24
William Lowe,17056031,M,Cohen's Luck,3D,12.82,2025-08-07
Todd Blackwell,55877533,M,The Chorus Lady,Normal,8.04,2025-08-18
Bryan Porter,30284098,M,Aftermath,3D,13.72,2025-05-28
Mr. John Smith,31096841,M,The Cheat,Normal,7.8,2025-05-11
Joshua Allen,47973602,M,A becsapott újságíró,Normal,8.92,2025-11-08
James Huynh,95049875,M,The Orphan,Normal,7.54,2025-11-16
Tammy Jackson,54271612,F,The Prodigal Son,3D,11.5,2025-12-15
Julie Smith,15751339,F,The Broken Coin,Normal,6.64,2026-02-05
Chad Hall,69220303,M,The Firefly,3D,12.68,2025-07-05
Pamela Freeman,91273939,F,The Vicar of Wakefield,Normal,8.11,2025-12-08
Joseph Owens,94504683,M,Fulano de Tal se enamora de Manón,3D,10.08,2026-03-09
Matthew Lang,95818029,M,The Cheat,3D,11.51,2025-09-20
Janet Smith,10524401,F,A Child of the Prairie,Normal,6.94,2025-10-08
Mr. Scott Robertson,23658799,M,Oliver Twist,Normal,7.46,2025-06-01
Christopher Webb,21435724,M,El alcalde de Zalamea,3D,13.45,2025-10-12
Miguel Clark,44460564,M,Die Sumpfblume,3D,12.33,2026-02-08
Tammy Robertson,22717655,F,The Voice at the Telephone,3D,11.33,2025-06-17
Vincent Welch,35997779,M,El regalo de bodas,3D,13.39,2025-09-19
Karen Griffith,11180445,F,The Crime and the Criminal,Normal,7.14,2026-05-01
Shawn Hooper,94569666,M,Judith of Bethulia,Normal,6.94,2026-02-09
Jorge Evans,54740872,M,Statistinnen des Lebens,3D,11.41,2025-08-02
Angela Duffy,35357471,F,The Capture of a Sea Elephant and Hunting Wild Game in the South Pacific Islands,3D,12.63,2026-01-12
Ryan Hayes,77277705,M,"His Majesty, the Scarecrow of Oz",3D,12.34,2025-10-29
Stephanie Lee,38131950,F,Corrida de Touros no Campo Pequeno com Três Colhidas,3D,12.85,2025-06-25
Lisa Williams,59734959,F,'Twas Ever Thus,3D,11.42,2025-05-20
Edwin Hall,43954751,M,The Fight for Millions,3D,10.5,2025-10-23
Randall Cole,37288418,M,Judith,3D,12.73,2025-07-31
Erik Lawson DDS,96596756,M,Fantasma,3D,10.65,2025-07-01
Elizabeth Arnold,60836347,F,Aftermath,3D,13.16,2025-06-13
Melissa Mcguire,21980919,F,Trail to the West,Normal,7.18,2025-09-28
Victoria Patel,41203162,F,Burning Daylight: The Adventures of 'Burning Daylight' in Civilization,3D,13.3,2026-01-08
Gerald Rodriguez,73527983,M,Blackbirds,Normal,7.79,2025-12-21
Kenneth Reid,87712924,M,Charity Ann,Normal,7.36,2025-05-25
Sarah Avila,52605462,F,The Shame of the Empire State,3D,11.22,2026-03-15
Zachary Mcconnell,87876340,M,The Wrath of the Gods,3D,10.37,2025-09-28
Zachary Bird,57296354,M,By Order of Napoleon,3D,10.48,2026-01-23
Stephanie Martinez,54695834,F,Stuart Webbs: Das Panzergewölbe,3D,11.81,2025-11-20
Sarah Clark,44593363,F,The Path Forbidden,3D,10.65,2026-01-11
Roger Brock,29164375,M,Paul J. Rainey's African Hunt,3D,12.04,2025-06-05
Heather Harris,94496352,F,Evinrude,3D,11.67,2026-04-30
Brandon Barrera,43557214,M,Only a Woman,3D,13.99,2025-09-22
Mark Garza,63652426,M,The Ladies' War,Normal,7.27,2026-01-17
Melissa Browning,57325353,F,The Burglar and the Lady,Normal,6.18,2026-04-07
Shari Cooper,27031561,F,A Balkan Episode,Normal,8.61,2025-05-14
Felicia Jackson,23613817,F,The Battle of Gettysburg,3D,10.67,2025-06-09
Caitlyn Smith,21408888,F,El caballero Casarroja,3D,11.45,2025-10-24
Richard Bell,22672288,M,Luchtkastelen,Normal,8.12,2026-01-04
Carl Hughes,29835580,M,The Kangaroo,3D,12.75,2026-03-01
Nathan Daniels,10852292,M,Escaped from Siberia,3D,13.63,2026-01-03
Allison Chan,80542284,F,The Lure of New York,3D,13.14,2025-11-10
Melissa Moran,46214676,F,Cora,Normal,8.45,2025-06-18
Marcus Alvarez,63946279,M,The Deep Purple,Normal,6.48,2025-12-15
Justin Bell,12782037,M,With Serb and Austrian,3D,10.23,2025-08-24
Alexander Jordan,33208247,M,A Branded Soul,Normal,8.39,2025-09-28
Kevin Adams,40581978,M,The Man o' War's Man,3D,12.82,2026-03-31
Theresa Smith,37460661,F,When Fate Leads Trump,Normal,7.53,2026-02-12
Shelly Mckinney,75882606,F,La lucha contra el destino,Normal,8.36,2025-07-25
Rebecca Garcia,87556428,F,Armstrong's Wife,3D,11.32,2026-02-10
Jordan Bennett,85248437,M,'Round the World in 80 Days,Normal,8.82,2026-02-06
Joseph Griffin MD,92062667,M,Detective Craig's Coup,Normal,6.42,2026-02-08
Jose Barton,49912967,M,The Case of Becky,Normal,8.21,2025-11-29
Regina Paul,25545930,F,Shadows of the Moulin Rouge,3D,13.87,2025-10-15
Trevor Sparks,85849844,M,A Dog's Tale,3D,10.65,2026-01-09
Gregory Williams,23441165,M,Too Late,3D,11.25,2026-03-24
Michael Hansen,82321522,M,Herod,3D,12.54,2026-03-12
Charles Moreno,43243146,M,Presentencompanigraf,3D,10.51,2026-02-13
Isaac Berg,10700782,M,With General Pancho Villa in Mexico,3D,13.88,2025-11-23
Joy Cook,83736485,F,Aristocracy,3D,13.04,2026-04-17
Jessica Lopez,22702721,F,Mexican War Pictures,3D,11.3,2025-08-29
Steven Berry,82436473,M,The Vicar of Wakefield,Normal,6.37,2025-11-30
Sarah Mcdowell,60689607,F,Die Eisbraut,Normal,6.65,2025-12-30
Kevin Mcdonald,44358307,M,The Adventures of a Madcap,Normal,6.4,2025-08-19
Amanda Spencer,39608301,F,Stuart Webbs: Das Panzergewölbe,3D,11.44,2026-04-16
George Aguilar,47744791,M,Behind the Scenes,3D,12.36,2025-09-14
Don Montgomery,73634424,M,The Sea Wolf,Normal,8.54,2026-04-07
Deborah Terry,86255071,F,Mute Witnesses,Normal,6.78,2025-09-26
Mr. Kenneth Glass,55665712,M,Entre ruinas,Normal,8.3,2025-07-19
James Flores,55236925,M,The Spirit of the Poppy,3D,12.02,2025-12-26
Kathy Frederick,96168598,F,Corrida de feria de las fiestas del Pilar,Normal,6.77,2025-08-17
Zachary Gray,38956196,M,The House of Bondage,Normal,6.12,2025-07-07
Nicole Collins,81747875,F,A Suspicious Wife,Normal,7.69,2025-09-07
Nicole Matthews,99777670,F,His Brother's Wife,Normal,8.09,2026-05-01
Dakota Nelson,79087563,M,The Old Armchair,3D,12.26,2025-10-03
Tommy Hernandez,56820183,M,Adoptivkind,3D,12.46,2025-10-07
Brian Morrow,11950615,M,Hamlet,Normal,6.1,2025-07-08
Jeremy Lynn,16172739,M,El calvario de un héroe,Normal,6.97,2025-09-12
Lisa Munoz,45532741,F,Rosalinda,Normal,6.17,2025-07-04
Ryan Williams,30546164,M,Los marinos de papel,Normal,6.74,2026-03-14
Wayne Sanchez,91001184,M,Hypocrites,Normal,6.06,2026-04-18
