nombre,dni,genero,pelicula,formato,precio,fecha_visita
Kevin Rose,85117420,M,22. The Wizard of Oz,Normal,8.2,2021-05-20
Anthony Sherman,28896205,M,22. The Wizard of Oz,Normal,7.21,2024-12-20
Breanna Ortiz,35500470,F,3. Citizen Kane,3D,13.51,2024-01-13
Thomas Leach,71178390,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.17,2021-07-18
Douglas Morrow,46305855,M,18. Terminator 2: Judgment Day,Normal,7.92,2022-01-08
Morgan Moreno,82222231,F,9. The Dark Knight,3D,13.68,2016-09-26
Shane Brown,93510371,M,18. Terminator 2: Judgment Day,Normal,7.0,2017-02-10
Anita Rodriguez MD,23419611,F,12. Fight Club,Normal,6.68,2022-02-12
Benjamin Kirby,75833254,M,5. Schindler's List,Normal,7.05,2024-03-16
Nicole Barnes,25524995,F,15. Metropolis,3D,13.28,2020-04-09
Melissa Hamilton,45525204,F,15. Metropolis,Normal,8.35,2017-05-09
Paul Spencer,34622487,M,2. The Godfather,Normal,8.14,2020-02-08
Richard Jensen,93932972,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,6.03,2020-06-08
Gwendolyn Hays,35922850,F,21. Casablanca,3D,12.67,2023-06-07
Joseph Tran,11674575,M,19. The Matrix,Normal,6.95,2024-01-20
Kelly Singh,85216474,F,24. Forrest Gump,Normal,7.82,2017-01-13
Tammy Patterson,29561394,F,14. 2001: A Space Odyssey,3D,13.49,2020-09-07
Steve Garcia,20547508,M,15. Metropolis,Normal,8.55,2018-03-20
Jamie Gonzalez,57413941,F,11. Pulp Fiction,Normal,8.35,2019-04-10
Cody Smith,25906786,M,23. Seven Samurai,Normal,6.87,2022-09-07
Veronica Rivera,97770737,F,19. The Matrix,3D,11.57,2024-03-12
Joseph Miller,47249579,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.05,2020-06-13
Brenda Mcpherson,21465822,F,19. The Matrix,Normal,7.55,2021-04-14
Laura Adams,38052091,F,12. Fight Club,3D,12.41,2020-04-05
Alex Hogan,87900536,M,18. Terminator 2: Judgment Day,Normal,6.15,2023-05-19
Lisa Ibarra,16957309,F,9. The Dark Knight,3D,11.78,2020-11-19
Beverly Thomas,54772484,F,11. Pulp Fiction,Normal,6.57,2023-12-07
David Harvey,36864553,M,5. Schindler's List,Normal,8.17,2016-09-24
Amy Miles,92689750,F,2. The Godfather,3D,11.21,2023-11-03
Glenn Watkins,50406143,M,23. Seven Samurai,3D,12.77,2020-12-03
James Robles,91839688,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.67,2018-10-19
Meghan Smith,50278110,F,18. Terminator 2: Judgment Day,Normal,6.73,2015-11-22
Jody Gonzales,69905942,F,3. Citizen Kane,3D,13.67,2017-12-12
Nicole Scott,94200733,F,10. The Godfather Part II,3D,10.04,2021-05-15
Anita Mcguire,94495474,F,15. Metropolis,Normal,8.21,2024-11-18
Pamela Mcneil,30453732,F,24. Forrest Gump,Normal,8.45,2017-08-25
Julie Brown,98162338,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.34,2019-12-29
Jesse Wilson,78553089,M,18. Terminator 2: Judgment Day,3D,11.82,2020-09-21
Jeffrey Dennis,87707984,M,23. Seven Samurai,3D,13.39,2018-07-19
Robert Mann,60803830,M,4. 12 Angry Men,Normal,6.93,2022-12-30
Melissa Jones,32323174,F,3. Citizen Kane,3D,10.88,2018-07-08
Scott Hernandez,41877701,M,23. Seven Samurai,3D,12.04,2021-08-06
Jake Ortiz,30846545,M,19. The Matrix,Normal,9.0,2018-11-27
Beth Williams,55426148,F,25. Inception,Normal,8.43,2019-12-01
Benjamin Barr,90018019,M,12. Fight Club,3D,10.87,2015-08-18
Matthew Simpson,80902154,M,20. Raiders of the Lost Ark,Normal,6.77,2023-09-07
Joanna Key,71681378,F,8. The Lord of the Rings: The Return of the King,Normal,8.2,2019-01-18
Jessica Martin,85184254,F,25. Inception,Normal,8.15,2025-01-11
Ronald Anderson,93902639,M,3. Citizen Kane,Normal,6.78,2020-09-29
Mark Owens,12166861,M,2. The Godfather,3D,12.98,2023-03-02
Melissa Brown,87556230,F,11. Pulp Fiction,Normal,7.4,2019-06-04
Shawn Alexander,85707109,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,7.38,2022-10-26
David Kim,26862220,M,11. Pulp Fiction,Normal,6.92,2017-03-06
Andrew Williams,35414757,M,24. Forrest Gump,3D,13.7,2021-09-01
Steven Barnes,11440481,M,14. 2001: A Space Odyssey,3D,13.47,2019-09-11
Steven Romero,79693995,M,25. Inception,3D,11.8,2025-04-21
Victor Hawkins,63467334,M,10. The Godfather Part II,Normal,6.56,2018-04-22
Sherri Mitchell,64323087,F,21. Casablanca,3D,13.26,2023-08-06
Dave Clark,73206902,M,15. Metropolis,Normal,8.77,2021-04-07
Mark Fuentes,91640596,M,12. Fight Club,Normal,7.92,2022-04-01
Matthew Green,52794699,M,13. Psycho,Normal,7.75,2019-04-24
Kimberly Garrett,27454462,F,15. Metropolis,3D,12.7,2017-02-08
Curtis Long,98652910,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.0,2024-12-17
April Cohen,57225537,F,21. Casablanca,3D,10.32,2023-10-12
Gina Scott,40231272,F,5. Schindler's List,3D,13.27,2024-02-01
Frank Edwards,96160180,M,11. Pulp Fiction,Normal,7.8,2024-04-19
Beverly Phillips,63979907,F,4. 12 Angry Men,Normal,8.37,2024-02-02
Patrick White,17635875,M,20. Raiders of the Lost Ark,Normal,7.73,2023-05-20
Michelle King,68659124,F,11. Pulp Fiction,3D,10.6,2024-12-17
Christine Ochoa,84402006,F,1. The Shawshank Redemption,Normal,6.62,2015-05-29
Michael Coffey,22022245,M,3. Citizen Kane,3D,11.15,2022-10-12
Alexis Turner,22147583,F,8. The Lord of the Rings: The Return of the King,Normal,6.72,2024-02-18
Michelle Patterson,89295162,F,24. Forrest Gump,Normal,6.8,2024-06-19
Christopher Frye,71507625,M,11. Pulp Fiction,3D,13.28,2022-02-12
Joshua Black,91171897,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.42,2021-06-28
Andrea Baker,28162116,F,14. 2001: A Space Odyssey,3D,10.93,2021-10-11
Jennifer Marshall,32511249,F,18. Terminator 2: Judgment Day,Normal,8.06,2020-09-28
Christine Pennington,31198275,F,"6. The Good, the Bad and the Ugly",3D,10.54,2020-01-03
Christopher Hopkins,91334628,M,22. The Wizard of Oz,Normal,7.89,2020-02-22
Robert Gilbert,23634631,M,19. The Matrix,3D,12.11,2015-07-01
Andre Lambert,18266317,M,9. The Dark Knight,3D,13.51,2020-11-26
Roy Oconnor,54425988,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.03,2022-11-07
Matthew Davis,43730011,M,11. Pulp Fiction,3D,13.6,2020-04-21
Brett Harding,37049098,M,14. 2001: A Space Odyssey,Normal,8.54,2020-05-04
Sarah Hill,17937665,F,9. The Dark Knight,Normal,8.85,2020-09-07
Christopher Morgan,68575711,M,1. The Shawshank Redemption,3D,12.55,2020-10-18
Debbie Madden,41003951,F,19. The Matrix,Normal,6.42,2023-10-11
Alicia Hale,15532622,F,20. Raiders of the Lost Ark,3D,12.63,2020-07-01
Nicole Hodges,50589407,F,16. Star Wars: Episode IV - A New Hope,3D,11.4,2021-09-10
Taylor Campbell,85350381,F,16. Star Wars: Episode IV - A New Hope,3D,13.34,2018-04-20
Joseph Cortez,20137477,M,20. Raiders of the Lost Ark,Normal,7.82,2022-09-24
Sarah Shaw,26360274,F,22. The Wizard of Oz,3D,11.7,2022-10-30
Rick Harris,84020373,M,15. Metropolis,Normal,7.73,2017-04-27
Robert Torres,66417903,M,16. Star Wars: Episode IV - A New Hope,3D,12.29,2020-12-09
Heather Conner,57640606,F,1. The Shawshank Redemption,Normal,8.4,2017-02-17
Thomas Michael,86175333,M,19. The Matrix,Normal,6.49,2024-05-09
Tonya Rogers,89868057,F,15. Metropolis,3D,12.61,2024-01-16
Ariana Harris DDS,14264742,F,25. Inception,3D,11.34,2024-05-12
Christine Callahan,62460196,F,"6. The Good, the Bad and the Ugly",Normal,6.28,2025-02-14
Valerie Padilla,16167354,F,25. Inception,3D,10.04,2020-04-09
Jamie Morris,92032742,F,23. Seven Samurai,Normal,7.71,2024-12-14
Samantha Fuentes,74113844,F,3. Citizen Kane,3D,11.39,2016-07-26
Rachel Vega,58790414,F,13. Psycho,Normal,8.63,2021-05-08
Benjamin Reed,87188398,M,4. 12 Angry Men,Normal,8.86,2021-12-27
Joshua Mitchell,44989994,M,19. The Matrix,Normal,6.46,2021-05-19
Pamela Gomez,50107541,F,20. Raiders of the Lost Ark,3D,11.29,2016-09-03
Cristian Perez,43113578,M,8. The Lord of the Rings: The Return of the King,Normal,7.46,2017-09-05
Christopher Williams,87545127,M,1. The Shawshank Redemption,Normal,7.2,2018-09-04
Evan Macdonald,31377272,M,7. Star Wars: Episode V - The Empire Strikes Back,Normal,6.72,2020-12-25
Maria Hobbs,37079252,F,16. Star Wars: Episode IV - A New Hope,3D,13.41,2019-01-25
Michelle Hebert,86297677,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.07,2016-12-01
Miss Rebecca Jones DDS,76051151,F,22. The Wizard of Oz,Normal,7.13,2017-10-28
Renee Clark,21499562,F,4. 12 Angry Men,Normal,7.02,2021-10-01
Kevin Moore,66762849,M,10. The Godfather Part II,Normal,8.81,2023-01-09
Andre Kim,73311840,M,24. Forrest Gump,3D,10.31,2017-06-22
Eugene Campos,63573660,M,18. Terminator 2: Judgment Day,3D,12.2,2016-11-05
Calvin Smith,73164156,M,4. 12 Angry Men,Normal,8.71,2015-09-20
Carl Warren,84481136,M,8. The Lord of the Rings: The Return of the King,Normal,7.02,2016-11-25
Benjamin Arnold,89185372,M,16. Star Wars: Episode IV - A New Hope,Normal,6.03,2020-12-26
Pamela Daniels,83509832,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.56,2020-01-27
Jeffery Lewis,57601380,M,1. The Shawshank Redemption,Normal,6.53,2024-03-13
Colleen Diaz,49563238,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.96,2024-07-05
Arthur Moore,80536582,M,12. Fight Club,Normal,6.57,2024-10-02
Jennifer Coleman,97546566,F,15. Metropolis,3D,11.75,2024-02-08
Gerald Olson,38867296,M,21. Casablanca,3D,13.12,2016-02-11
Brenda Schroeder,42288404,F,18. Terminator 2: Judgment Day,Normal,6.11,2019-05-20
Sandra Wilson,57455525,F,14. 2001: A Space Odyssey,Normal,8.77,2023-11-05
Ethan Davis,64270050,M,23. Seven Samurai,3D,10.73,2015-08-18
Peter Foster,85505531,M,"6. The Good, the Bad and the Ugly",3D,11.62,2019-06-19
Joshua Carson,20242195,M,18. Terminator 2: Judgment Day,3D,10.54,2021-09-24
Rachel Cabrera,29816515,F,1. The Shawshank Redemption,Normal,8.82,2021-10-31
Shawn Turner,12582275,M,15. Metropolis,3D,13.35,2021-03-21
Jessica Irwin,74122231,F,"6. The Good, the Bad and the Ugly",3D,13.96,2023-07-09
Anthony Ortiz,67135415,M,8. The Lord of the Rings: The Return of the King,3D,13.26,2018-01-26
Raven Jenkins,29610506,F,18. Terminator 2: Judgment Day,3D,12.94,2015-11-26
Alexander Davis,65992397,M,22. The Wizard of Oz,3D,12.7,2017-07-27
Sara Tran,62968549,F,2. The Godfather,3D,13.76,2021-02-20
Richard Quinn,35807009,M,24. Forrest Gump,Normal,6.84,2016-12-17
Sonya Thompson,84526074,F,10. The Godfather Part II,3D,13.0,2019-03-10
Ryan Johnson,76721224,M,"6. The Good, the Bad and the Ugly",3D,11.78,2017-01-07
Catherine Garrett,44514277,F,19. The Matrix,Normal,6.74,2020-06-09
Darlene Carter,82528456,F,1. The Shawshank Redemption,Normal,8.75,2015-12-25
Elizabeth Berry,60569706,F,10. The Godfather Part II,3D,12.44,2016-11-12
Kathryn Morgan,38452300,F,25. Inception,3D,11.91,2024-11-06
William Green,48161843,M,8. The Lord of the Rings: The Return of the King,Normal,8.97,2018-11-12
Christina Miller,83347925,F,13. Psycho,3D,13.63,2023-09-06
Destiny Kirby,21450412,F,23. Seven Samurai,Normal,6.69,2018-01-16
Theresa Martin,58575259,F,10. The Godfather Part II,3D,11.17,2020-08-13
Wayne Parker,28134898,M,14. 2001: A Space Odyssey,Normal,8.79,2022-02-12
Heather Miller,72790765,F,18. Terminator 2: Judgment Day,Normal,6.21,2024-04-11
Bruce Garcia,49997329,M,1. The Shawshank Redemption,Normal,6.09,2017-09-18
Kayla Wright,92085801,F,14. 2001: A Space Odyssey,3D,13.15,2024-09-21
Jesse Jefferson,74533818,M,10. The Godfather Part II,Normal,6.5,2024-09-20
John Page,51610118,M,13. Psycho,Normal,7.88,2025-02-02
Kelly Wilkinson,68661749,F,4. 12 Angry Men,3D,10.18,2024-12-26
Daniel Brown,90793742,M,15. Metropolis,Normal,6.75,2021-08-08
Dr. Kenneth Little MD,44844329,M,14. 2001: A Space Odyssey,Normal,8.85,2021-03-28
Evan Henry,86308464,M,8. The Lord of the Rings: The Return of the King,Normal,7.6,2015-05-22
John Parker,59259379,M,3. Citizen Kane,Normal,8.96,2021-11-09
Carl Weiss,67217658,M,"6. The Good, the Bad and the Ugly",Normal,7.38,2019-08-25
Scott Davis,57926841,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.64,2021-08-19
Chad Yu,83002942,M,19. The Matrix,3D,13.24,2018-06-02
Larry Gilbert,14830991,M,8. The Lord of the Rings: The Return of the King,Normal,8.2,2020-03-25
Kenneth Downs,66392476,M,4. 12 Angry Men,Normal,7.24,2020-04-23
Hannah Livingston,32767423,F,11. Pulp Fiction,Normal,8.49,2024-01-22
Sarah Carpenter,37999004,F,4. 12 Angry Men,3D,13.76,2018-11-01
Amber Garcia,55603983,F,16. Star Wars: Episode IV - A New Hope,3D,13.43,2020-08-10
Jennifer Johnson,85532221,F,18. Terminator 2: Judgment Day,Normal,6.53,2020-08-31
Patrick Stewart,16939235,M,3. Citizen Kane,3D,10.26,2018-10-06
Elizabeth Obrien,48537454,F,14. 2001: A Space Odyssey,3D,10.14,2020-08-09
Mark Butler,13422265,M,8. The Lord of the Rings: The Return of the King,3D,13.32,2020-01-19
Sharon Davis,71816204,F,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.9,2024-07-30
Thomas Rivera,71659686,M,4. 12 Angry Men,Normal,6.56,2025-04-22
Paul Greene,29661240,M,23. Seven Samurai,Normal,6.38,2018-07-22
Andrea Brown,51677304,F,18. Terminator 2: Judgment Day,3D,13.01,2017-05-15
Laura Williams,35586000,F,"6. The Good, the Bad and the Ugly",3D,12.82,2021-03-04
Ann Cox,98506394,F,22. The Wizard of Oz,Normal,7.67,2025-04-28
Samuel Fuller,88368881,M,3. Citizen Kane,3D,12.72,2019-04-04
William York,45645800,M,11. Pulp Fiction,Normal,7.29,2024-10-06
Angela Howe,33682725,F,5. Schindler's List,Normal,6.38,2024-06-09
Robin Gonzalez,56440063,F,7. Star Wars: Episode V - The Empire Strikes Back,Normal,8.17,2021-01-11
Lisa Mcdonald,41837177,F,8. The Lord of the Rings: The Return of the King,Normal,8.45,2021-02-11
Kristen Meadows,24764491,F,25. Inception,3D,12.23,2018-11-06
Kevin Hansen,17071709,M,2. The Godfather,Normal,7.88,2017-04-10
Stacey Brown,59612465,F,3. Citizen Kane,3D,10.25,2016-12-04
Douglas Mcguire,46485865,M,23. Seven Samurai,3D,13.31,2016-11-06
Scott Wallace,54977153,M,19. The Matrix,Normal,6.56,2017-07-23
Miss Sydney Clark,98607666,F,8. The Lord of the Rings: The Return of the King,3D,11.72,2022-02-26
Marissa Houston,55502562,F,17. The Lord of the Rings: The Fellowship of the Ring,Normal,7.98,2018-12-07
Paul Moore,95807189,M,19. The Matrix,Normal,6.71,2015-07-01
Tanner Meyers,13187382,M,23. Seven Samurai,Normal,8.07,2025-04-25
Allen Alvarado,96924507,M,5. Schindler's List,3D,11.47,2021-02-25
Amy Wells,46875614,F,23. Seven Samurai,3D,11.14,2016-11-26
Evan Perry,86233324,M,9. The Dark Knight,Normal,6.68,2021-02-20
Renee Bryan,17012210,F,5. Schindler's List,Normal,8.16,2021-07-16
Alexander Sanchez,94038343,M,13. Psycho,Normal,6.48,2023-01-05
Bradley Blackburn Jr.,96160641,M,14. 2001: A Space Odyssey,3D,11.13,2017-07-09
Anita Beck,62598877,F,11. Pulp Fiction,Normal,8.16,2021-11-21
Edward Swanson,54118878,M,20. Raiders of the Lost Ark,3D,11.33,2024-08-15
Justin Huff,30322819,M,3. Citizen Kane,3D,10.63,2018-08-20
Tara Clark,30157061,F,25. Inception,Normal,6.14,2025-04-20
Jeremiah Armstrong,13043860,M,20. Raiders of the Lost Ark,3D,11.02,2018-01-27
Hayden Roberts,56693125,M,24. Forrest Gump,3D,13.04,2019-05-30
Jacob Williams,11769636,M,18. Terminator 2: Judgment Day,Normal,8.07,2018-04-25
Chad Thompson IV,44420865,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.18,2020-07-11
Gabriel Jackson,26634054,M,8. The Lord of the Rings: The Return of the King,3D,10.32,2015-12-02
Tracy Ramirez,51959737,F,22. The Wizard of Oz,3D,12.39,2025-02-05
Gregory Buchanan,30896839,M,8. The Lord of the Rings: The Return of the King,3D,11.7,2016-01-26
Francisco Copeland,81097682,M,22. The Wizard of Oz,Normal,8.48,2025-04-15
Kayla Cooper,84469904,F,12. Fight Club,Normal,6.18,2024-11-04
Keith Santiago,27145309,M,1. The Shawshank Redemption,Normal,7.85,2015-06-30
Vanessa Ramirez,62887640,F,2. The Godfather,3D,11.83,2019-03-14
Daryl Day,36514452,M,19. The Matrix,3D,11.73,2024-03-12
Brandy Carroll,23593949,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,13.87,2016-05-11
Jack Johnson,17026947,M,16. Star Wars: Episode IV - A New Hope,Normal,7.52,2020-11-09
Cynthia Morris,58045485,F,4. 12 Angry Men,3D,12.61,2016-08-17
Kelly Gilbert,67216861,F,4. 12 Angry Men,Normal,7.77,2022-02-13
Stacey Matthews,77986941,F,9. The Dark Knight,Normal,6.42,2016-12-25
Shane Jackson,53996315,M,23. Seven Samurai,3D,10.44,2016-07-05
Megan Gonzalez,30258933,F,5. Schindler's List,3D,12.38,2018-06-19
Matthew Jackson,45889952,M,19. The Matrix,Normal,8.83,2018-02-27
Ricky Johnson,20495774,M,10. The Godfather Part II,3D,11.93,2021-10-23
Paula Young,79779755,F,25. Inception,3D,11.36,2017-09-27
Lawrence Cooper,11452191,M,23. Seven Samurai,Normal,7.13,2019-10-10
Roberta Blackwell,30140028,F,10. The Godfather Part II,Normal,7.73,2020-02-09
Natalie Durham,23924810,F,15. Metropolis,3D,12.2,2022-06-23
Christopher Herring,31764469,M,18. Terminator 2: Judgment Day,Normal,8.22,2023-12-29
Zachary Williams,19231003,M,16. Star Wars: Episode IV - A New Hope,Normal,7.62,2016-02-06
James White,79164842,M,10. The Godfather Part II,3D,10.65,2020-06-28
Mark Mckinney,92856291,M,10. The Godfather Part II,Normal,7.28,2020-01-12
Kelly Jones,37537517,F,10. The Godfather Part II,3D,11.29,2023-01-08
John Campos,87132477,M,22. The Wizard of Oz,Normal,8.96,2018-09-14
Valerie Martinez MD,72468916,F,3. Citizen Kane,3D,13.71,2024-11-17
Anthony Floyd,76984132,M,14. 2001: A Space Odyssey,Normal,8.21,2022-11-02
Roger Liu,45664331,M,23. Seven Samurai,3D,12.35,2023-07-15
Toni Adkins,88814236,F,24. Forrest Gump,3D,12.02,2022-01-16
Casey Valenzuela DDS,18807590,M,17. The Lord of the Rings: The Fellowship of the Ring,Normal,8.18,2016-11-04
Michael Clark,42822854,M,1. The Shawshank Redemption,3D,12.24,2015-09-24
Teresa Hardy,92420469,F,20. Raiders of the Lost Ark,3D,12.51,2019-11-12
Edward Wright,67516611,M,9. The Dark Knight,3D,11.88,2024-07-19
Sergio Miller,71925391,M,13. Psycho,Normal,6.41,2019-11-22
Jason Wright,11268857,M,9. The Dark Knight,Normal,8.54,2017-07-20
Amber Ford,82947604,F,23. Seven Samurai,Normal,8.29,2017-12-04
Eddie Foster,34313230,M,5. Schindler's List,3D,13.51,2022-12-29
Kelsey Sanchez,33948298,F,5. Schindler's List,3D,13.6,2016-10-02
Madeline Dixon,27981023,F,11. Pulp Fiction,3D,13.75,2021-04-20
Randy Rogers,51975057,M,15. Metropolis,Normal,7.23,2023-04-30
Thomas Jarvis,43914185,M,14. 2001: A Space Odyssey,Normal,7.1,2022-11-26
Karen Carroll,48977575,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,10.7,2016-07-14
Shawn Logan,88194150,M,18. Terminator 2: Judgment Day,Normal,6.86,2018-07-31
Ryan Holmes,20814371,M,8. The Lord of the Rings: The Return of the King,3D,13.85,2017-12-25
Mary Sutton,23265247,F,5. Schindler's List,Normal,7.4,2022-12-03
Shelly Floyd,69125820,F,5. Schindler's List,3D,12.39,2021-10-13
Jennifer Oconnor,65013694,F,16. Star Wars: Episode IV - A New Hope,3D,11.13,2022-04-20
Emily Palmer,79893499,F,5. Schindler's List,3D,12.01,2017-11-30
Nichole Barber,17936843,F,12. Fight Club,3D,12.35,2017-11-24
Andrew Higgins,76433412,M,1. The Shawshank Redemption,Normal,6.16,2016-10-09
George Arnold,56570061,M,22. The Wizard of Oz,Normal,8.82,2022-02-12
Joseph Torres,82670855,M,9. The Dark Knight,Normal,8.76,2024-10-02
James Smith,93324208,M,14. 2001: A Space Odyssey,3D,11.9,2017-03-08
Patricia Boyd,49866893,F,13. Psycho,3D,12.99,2018-12-27
Kimberly Bennett,61446111,F,20. Raiders of the Lost Ark,Normal,6.2,2023-09-06
Troy Miller,83934612,M,22. The Wizard of Oz,Normal,8.75,2018-08-05
Martin Henry,74565748,M,8. The Lord of the Rings: The Return of the King,3D,12.85,2017-09-23
Matthew Myers,48501731,M,15. Metropolis,Normal,6.92,2024-12-02
Charles Harvey,22256417,M,9. The Dark Knight,3D,10.62,2016-11-08
Rachel Wallace DVM,49557022,F,21. Casablanca,Normal,8.8,2023-03-22
Jason Gonzalez,58039112,M,10. The Godfather Part II,Normal,6.99,2024-01-20
Tiffany Morrow,42907934,F,"6. The Good, the Bad and the Ugly",Normal,6.48,2019-12-30
Bryan Garrett,95150639,M,13. Psycho,Normal,7.0,2024-10-06
Wendy Hanna,30010041,F,11. Pulp Fiction,Normal,6.76,2016-10-01
Nicholas Long,86840119,M,24. Forrest Gump,Normal,8.82,2018-02-07
Alexandria Wilson,88124792,F,4. 12 Angry Men,Normal,7.76,2019-02-20
Natalie Greer,91954859,F,20. Raiders of the Lost Ark,Normal,8.47,2023-08-27
Megan Smith,28137153,F,23. Seven Samurai,Normal,6.45,2020-07-09
Tyler Jones,72219771,M,13. Psycho,3D,10.84,2025-01-28
Ashley Clark,46068206,F,21. Casablanca,3D,13.54,2022-04-12
Roger Jacobs,14804456,M,18. Terminator 2: Judgment Day,Normal,6.1,2025-01-02
Kelly Norris,68631490,F,10. The Godfather Part II,Normal,6.85,2018-03-23
Marcus Grant,21685115,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.18,2023-07-28
Dawn Becker,29828648,F,25. Inception,3D,10.22,2021-09-23
Clifford Rivera,63682794,M,14. 2001: A Space Odyssey,3D,10.68,2022-10-25
Christian White,91818517,M,16. Star Wars: Episode IV - A New Hope,Normal,7.02,2016-04-30
Crystal Evans,85053587,F,4. 12 Angry Men,3D,10.51,2015-11-07
Alexandria Patel,18450976,F,19. The Matrix,3D,13.68,2022-06-12
Christopher Contreras DDS,24932608,M,12. Fight Club,Normal,7.14,2021-11-09
Debbie Cameron,39350005,F,2. The Godfather,Normal,8.98,2019-12-31
Eric Barry,79834151,M,18. Terminator 2: Judgment Day,3D,11.94,2020-12-11
Kevin Williams,70480413,M,9. The Dark Knight,3D,11.46,2025-03-21
Bobby Meza,43973458,M,5. Schindler's List,3D,13.13,2024-08-15
Theresa Wolfe,97746464,F,4. 12 Angry Men,3D,10.71,2022-10-22
Ashley Lambert,92187347,F,11. Pulp Fiction,Normal,6.26,2020-07-27
Nancy Richardson,51883779,F,14. 2001: A Space Odyssey,Normal,6.78,2020-10-24
Joseph Lewis,68753200,M,13. Psycho,Normal,7.71,2022-03-08
Jason Thomas,10185839,M,2. The Godfather,Normal,7.77,2020-09-14
Sabrina Andersen,93408907,F,10. The Godfather Part II,3D,13.79,2022-03-10
Lisa Gilbert,77277270,F,19. The Matrix,3D,13.2,2015-07-09
Samantha Wade,75036727,F,11. Pulp Fiction,3D,11.84,2019-04-17
Donna Ross MD,80734674,F,"6. The Good, the Bad and the Ugly",Normal,6.52,2021-05-23
Michael Mendez,91221833,M,25. Inception,3D,13.54,2015-07-10
Robert Bond,15077233,M,3. Citizen Kane,3D,13.15,2015-09-08
Seth Allen,31924665,M,17. The Lord of the Rings: The Fellowship of the Ring,3D,11.42,2025-01-30
John Ross,77158008,M,14. 2001: A Space Odyssey,3D,12.28,2019-10-15
Elizabeth Lawrence,97093202,F,24. Forrest Gump,3D,13.47,2016-08-31
Eddie Andersen,71589883,M,14. 2001: A Space Odyssey,3D,10.74,2018-07-31
Kayla Wheeler,62800248,F,2. The Godfather,3D,11.29,2021-04-27
Linda Park,88519770,F,11. Pulp Fiction,3D,11.78,2017-12-12
Trevor Bush,70998815,M,16. Star Wars: Episode IV - A New Hope,Normal,6.14,2019-07-22
Arthur Brown,94533309,M,4. 12 Angry Men,3D,10.97,2022-12-28
Scott Clark,85363862,M,18. Terminator 2: Judgment Day,Normal,6.43,2019-01-27
Tanya Ferguson,49993617,F,5. Schindler's List,3D,11.3,2015-11-21
David Olsen,81192563,M,9. The Dark Knight,Normal,8.2,2023-01-23
Gregory Bradford,73528146,M,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.94,2018-10-09
Natasha Lang,48776647,F,22. The Wizard of Oz,Normal,7.3,2022-05-03
James Diaz,67154934,M,1. The Shawshank Redemption,3D,11.62,2023-01-24
Clifford Dean,91654733,M,23. Seven Samurai,3D,10.63,2018-04-05
John Marshall,36297181,M,23. Seven Samurai,Normal,6.86,2020-04-24
Shaun Shelton,73036518,M,15. Metropolis,Normal,8.41,2024-10-29
Scott Ross,10666608,M,9. The Dark Knight,Normal,6.28,2020-04-20
Pamela Hernandez DVM,16705811,F,4. 12 Angry Men,Normal,7.28,2021-10-20
David Adams,76020160,M,8. The Lord of the Rings: The Return of the King,3D,12.94,2022-11-09
Christine Frank,96172525,F,19. The Matrix,3D,13.19,2019-04-05
Edward Price Jr.,72685091,M,3. Citizen Kane,3D,13.42,2019-10-12
Cassandra Calderon,47494103,F,7. Star Wars: Episode V - The Empire Strikes Back,3D,11.47,2016-03-21
