nombre,dni,genero,pelicula,formato,precio,fecha_visita,Año,Género,Rating (pro),Votos
Shelly Heath,26131871,F,Loved Me Back,3D,10.23,2025-07-30,,Romance,,
Amber Carpenter,63950772,F,De Koele Woede,Normal,6.75,2025-12-19,2008,Documentary,,
Darrell Cowan,61086437,M,House of God,Normal,7.36,2025-11-11,2023,"Action,Drama,Romance",,
Diana Reed,28160234,F,Bekas,Normal,8.5,2026-02-09,2012,"Adventure,Drama",7.5,6413.0
Steve Sharp,85782006,M,Thandie,3D,12.99,2025-11-08,2025,Drama,,
Austin James,20959115,M,Das Gesicht im Spiegel,Normal,7.96,2025-06-27,1920,,,
Gary Rodriguez,81844089,M,My God Shaped Hole,3D,11.35,2025-09-30,,Drama,,
Kenneth Burnett,94134280,M,Natural,Normal,7.91,2026-01-04,2002,,6.3,8.0
Veronica Kelley,82101231,F,Sound of the Spirits,3D,11.18,2026-06-03,2024,Documentary,,
Samuel Roberts,77849625,M,The Missing Ingredient: What Is the Recipe for Success?,3D,12.77,2025-10-18,2015,Documentary,7.7,29.0
Shirley Koch,18688528,F,Namui sogdo moleugo,Normal,6.42,2025-06-12,1969,Drama,,
Carol Johnson,57812517,F,Ezequiel,Normal,7.45,2026-04-24,2013,Documentary,,
Kelly Evans,24505428,F,Amityville Ghosts,3D,12.02,2025-06-24,,Horror,,
Victor Stevens,59274603,M,Shen nu hui Xiang wang,3D,12.0,2026-02-20,1957,,,
Christopher Sanders,41561363,M,Xtremes,3D,10.57,2025-08-12,2025,Drama,,
Taylor Ramos,22925448,M,Danmark i Lænker,Normal,8.02,2026-01-01,1945,"Documentary,History,War",6.2,14.0
Brian Roy,97361904,M,The Saintly,3D,11.19,2026-02-11,,Action,,
Margaret Camacho,75397296,F,Girls School Screamers,Normal,8.11,2026-06-04,1986,Horror,4.2,949.0
Rachel Ford,43309868,F,Qashghaee Tribe Bride,3D,13.38,2025-07-29,2005,Documentary,,
Kristen Huffman,40844561,F,The Deadline,Normal,6.03,2025-12-16,2012,Action,,
Zachary Fowler,64896597,M,Bonjour Monsieur Doisneau ou Le photographe arrosé,3D,11.64,2025-10-09,1992,Documentary,,
Elizabeth Saunders,87645515,F,Secret Pleasures,3D,10.75,2025-08-18,2002,"Drama,Romance",4.2,483.0
Nicholas Dawson III,23519788,M,Saving Flora,Normal,6.91,2025-07-31,2018,"Drama,Family",5.8,1265.0
Christine Rodriguez,32731567,F,Chit yay sin,Normal,6.56,2026-02-20,1940,,,
Lisa Jackson,56535989,F,66 Months,3D,12.17,2025-11-21,2011,Documentary,,
Robert Smith,51742418,M,Viking: Blood Lust,Normal,6.25,2025-06-18,2023,Action,2.2,361.0
Susan George,12099210,F,Superfast!,3D,13.92,2025-07-12,2015,"Action,Comedy,Crime",4.2,12029.0
James Grant,81896782,M,Aashik Aawara,3D,13.13,2025-10-10,2016,Romance,,
Jacqueline Matthews,24823408,F,Moj brat Aleksa,3D,10.49,2026-03-26,1991,Drama,7.2,50.0
Samuel Roman,52778832,M,Mujeres de Cántico,3D,10.53,2025-07-28,2021,Documentary,,
Robert Adams,77518097,M,Srishti: The Creation,3D,10.15,2026-05-28,2022,Family,,
Susan Gray,53340638,F,Encuentros de medicina Maya,3D,11.09,2026-04-09,1987,Documentary,,
Laura Smith,98424281,F,April,Normal,7.52,2025-11-22,2025,,6.9,10.0
Sharon Drake,67825956,F,Anima in fuga,Normal,7.11,2025-06-08,2022,Crime,,
Alexander Joseph,42141208,M,Pickpocket,3D,10.93,2025-07-26,2022,"Crime,Drama,Thriller",6.8,15.0
John Robinson,95085378,M,Mediterranea,Normal,6.31,2026-01-18,2011,Music,,
Anna Rollins,69930398,F,Sarreguemines Vintage,Normal,7.42,2025-11-24,2017,Documentary,,
Edward Pineda,52392631,M,Poof,Normal,7.84,2026-03-22,,"Comedy,Drama,Fantasy",,
Victoria Mayer,22519605,F,Exchange,3D,10.43,2025-12-14,2016,Comedy,9.0,14.0
Victoria Hernandez,74377169,F,Katte,Normal,6.59,2026-01-13,,Drama,,
Elizabeth Lopez,95124860,F,Scenes from Family Life,3D,10.97,2025-12-17,1979,Romance,7.7,24.0
Brenda Perry,25142460,F,Diamond for Sale,Normal,6.31,2025-11-09,1990,Adult,,
Todd Carlson,20351974,M,Girls Unbutton,Normal,7.91,2025-12-09,1994,"Comedy,Romance",4.8,276.0
Terry Lee,14953705,M,Moy papa - vozhd,3D,13.44,2025-12-05,2022,"Adventure,Comedy,Family",3.7,139.0
Rebecca Stanton,37375435,F,Caffe Italia Montréal,3D,10.61,2026-02-09,1985,"Documentary,History",7.3,30.0
Cynthia Payne,15118126,F,Fel a fejjel,Normal,8.23,2026-05-13,1954,Comedy,7.5,99.0
Kevin Hubbard,79224858,M,Klyatva Dzhantaya,3D,10.29,2026-06-06,1985,Action,,
Rick Hayes,84975443,M,Riparazioni,3D,10.07,2026-02-13,2022,Documentary,,
April Osborn,62730367,F,Miryam,3D,11.7,2026-02-22,2020,Documentary,,
Nicholas Ford,14394264,M,Nothing Left to Lose,3D,10.53,2026-01-28,1983,Drama,5.7,28.0
Kim Smith,48604996,F,Shingle 1944,Normal,6.8,2025-08-10,2017,Documentary,8.0,14.0
Alexander Clark,72441955,M,Two Way Crossing,3D,13.12,2026-03-03,1998,,5.7,17.0
Holly Bryan,99439388,F,Live-Show in Kopenhagen,Normal,8.78,2025-06-23,1973,Documentary,,
Selena Kelly,77760678,F,The Constant Search: Florian Ostertag,3D,12.07,2026-02-10,2015,Documentary,,
Jodi Chavez,23361872,F,Map of Salvation,Normal,6.17,2025-11-17,2015,Documentary,6.9,87.0
Lauren Martinez,34067971,F,Technotise,Normal,6.47,2025-07-13,,Sci-Fi,,
Dakota Jordan,13369865,M,Bone Orchard,3D,12.64,2025-07-21,2022,Crime,,
Eric Gillespie,20089608,M,Bias: Le camp du mépris,3D,12.71,2026-03-14,2022,Documentary,,
Carlos Marsh,53836765,M,Viva,3D,10.69,2025-07-30,2026,"Comedy,Drama,Romance",5.0,27.0
Krista Clark,49748501,F,Self(Less) Portrait,Normal,7.63,2026-02-28,2014,Documentary,,
Johnny Velasquez,35869332,M,Down and Dirty in Hollywood,3D,10.61,2026-05-18,2024,Drama,,
Brandon Boone,51419011,M,3 Thumbs Up,3D,10.76,2025-06-09,2012,Documentary,,
Juan Shaw,30388589,M,Control; Alt; Delete: Dr. Stundel's Program to Reboot Your Dangerous Teen,3D,12.13,2025-10-16,,Comedy,,
Ashley Russell,14146658,F,They Came from Below,3D,11.44,2026-03-16,,"Horror,Thriller",,
Stephanie Parks,31345225,F,Born in the Year of the Hare,3D,12.42,2025-08-12,2007,Documentary,,
William Berry,89984240,M,O Campeão,Normal,7.52,2025-09-26,1931,"Drama,Romance,Sport",,
Anne Doyle,18845302,F,Wundrlnd,3D,12.89,2025-12-27,,"Adventure,Comedy,Drama",,
Rebecca Mitchell,97261302,F,Not Normal,3D,12.35,2025-08-08,,Drama,,
Mr. Stephen Crawford DDS,84066236,M,Jajantaram Mamantaram,Normal,6.64,2026-03-21,2003,"Action,Adventure,Comedy",6.1,3166.0
Elizabeth Santiago,37702354,F,April,3D,10.84,2026-01-05,2025,,6.9,10.0
Jeremy Hayes,99082197,M,The Appaloosa,Normal,8.7,2026-01-26,1966,"Action,Drama,Romance",6.3,3869.0
James Jones,74186711,M,Women of Substance,3D,11.09,2026-03-30,2002,Documentary,,
Richard Taylor,64678464,M,$1000 a Minute,3D,13.72,2025-08-25,1935,"Comedy,Romance",6.0,232.0
John Griffin,54007560,M,Muntik ng maabot ang langit,3D,12.92,2026-01-05,1995,"Drama,Romance",7.3,9.0
Joel Parks,62285801,M,Vice Squad,Normal,8.78,2026-05-29,1953,"Crime,Drama,Film-Noir",6.8,1607.0
Darren Swanson,35822050,M,Boogieman,Normal,8.5,2026-05-06,,"Comedy,Drama,Music",,
Joseph Pace,13077583,M,The Camp Followers,Normal,7.44,2026-04-17,1965,"Drama,War",7.4,924.0
Cindy Potter,95667446,F,Vyrthok: Scourge of the Abyss,3D,13.08,2026-01-08,,"Action,Horror,Sci-Fi",,
Caitlin Scott,47240359,F,The Wright Brothers,Normal,6.96,2026-02-04,,Biography,,
Cindy Rice,44646598,F,The Legacy of a Whitetail Deer Hunter,Normal,8.28,2025-10-07,2018,"Comedy,Drama",5.5,4479.0
Donna Robinson,20225377,F,The House on Sweet and Seventh,3D,11.48,2025-09-22,2020,Documentary,5.3,156.0
Tina Mckay,54423566,F,Carlos Santana's dream to Come Home,3D,12.05,2025-12-29,2011,Documentary,,
Michael Fowler,77617933,M,The Creek Runs Red,3D,11.25,2025-08-28,2006,Documentary,,
Natalie Odonnell,88453402,F,Suspended Reality,Normal,8.03,2025-11-11,,"Drama,Thriller",,
Linda Hall,33882700,F,Quinteto Astor Piazzolla - Philharmonie de Paris,Normal,6.5,2026-06-04,2022,Music,,
Melissa Perez,40511236,F,Hustawka,Normal,6.01,2026-01-31,2010,Drama,5.4,227.0
Daniel Patterson,60547658,M,The Princess Comes Across,3D,13.78,2025-09-13,1936,"Comedy,Crime,Mystery",6.7,1418.0
Eric Leach,78331851,M,Travellers Vajra,3D,13.29,2025-08-15,,Drama,,
Joshua Armstrong,19004378,M,Marco Polo: The China Mystery Revealed,Normal,7.68,2025-09-15,2004,"Drama,History",7.2,332.0
Kendra Briggs,56331286,F,My God Shaped Hole,Normal,6.48,2025-11-29,,Drama,,
Kevin Hartman,42932664,M,Our Burden Is Light,Normal,8.5,2026-04-06,2000,"Drama,Romance",4.1,155.0
Dalton Hubbard,70246605,M,Pelt,Normal,6.74,2025-08-22,2010,"Comedy,Horror",3.6,603.0
Sheri Montes,66211524,F,Song of the Soul,3D,11.48,2025-08-15,2022,Drama,5.7,11.0
Matthew Chang,29469498,M,Tenamonya Tôkaidô,Normal,6.3,2025-09-27,1966,,,
Mark Sherman,78785478,M,Galahad,3D,10.72,2025-06-22,,Action,,
Emily Cruz,44132377,F,Hauntsville,Normal,6.92,2025-06-28,2016,"Horror,Thriller",5.7,22.0
Robert Gross,69642970,M,The Arizona Kid,3D,12.41,2025-10-25,1970,"Comedy,Western",5.1,38.0
William Taylor,11696372,M,Raining in the Mountain,Normal,6.43,2026-06-03,1979,"Action,Adventure,Drama",7.3,1745.0
Lauren Solis,10920466,F,E-Tim tai nae,Normal,6.29,2025-12-14,2008,"Comedy,Drama,Romance",5.9,78.0
Adrienne Johnson,42108326,F,'Dikke Bertha' op doortocht in Brussel,Normal,7.31,2025-07-14,1919,Documentary,,
James Wilson,19985307,M,Untitled Coral Reef Project,3D,12.33,2025-06-14,,Documentary,,
Jacob Kelley,66218835,M,BEKS. Black Eyed Children,3D,10.76,2026-04-10,,Horror,,
David Patrick,21839065,M,Whisper in the Wind,Normal,8.61,2025-12-31,,"Crime,Mystery",,
John Ochoa,36674719,M,Ten-Love,3D,13.51,2026-05-27,2020,Drama,,
Timothy Shepherd,66444047,M,The FA Cup Third Round Manchester United vs Leeds United,3D,11.68,2026-04-22,2010,Sport,,
Jennifer Mason,85971838,F,Pronto? Anna sono io...,3D,13.48,2025-07-18,2023,Documentary,,
John Moon,95926923,M,The Ash Lad: In the Hall of the Mountain King,3D,13.58,2025-11-15,2017,"Adventure,Family,Fantasy",6.2,4888.0
Raven Becker,65205869,F,Old Heidelberg,3D,11.19,2025-07-12,1915,"Drama,Romance",5.9,73.0
Kelly Flowers,20878647,F,Lucky Village,Normal,6.21,2025-08-13,2004,Drama,,
Matthew Moreno,78108638,M,Matadi,Normal,6.9,2025-08-17,1909,Documentary,,
Mark Clay,16264714,M,Defiance: The Vanguard,Normal,8.04,2026-01-16,,Sci-Fi,,
Phillip Frazier,69199577,M,Boogieman,3D,13.39,2026-05-10,,"Comedy,Drama,Music",,
April Holt,34249457,F,Full Moon,Normal,6.18,2025-07-26,,"Action,Horror,Thriller",,
Haley Perry,17993553,F,The Set Up,Normal,6.15,2025-10-03,1963,Drama,6.4,92.0
Larry Sanchez,61837072,M,Bone Orchard,Normal,8.98,2026-05-24,2022,Crime,,
Amanda Parker,28197596,F,In Akharin Safar,3D,10.39,2025-08-10,2008,,5.0,11.0
Diane Ballard,98094986,F,Wonder,Normal,8.07,2026-02-19,,Fantasy,,
Felicia Robinson,61795396,F,Gabriel,Normal,8.98,2025-12-24,,Drama,,
Richard Lynch,82693779,M,"Córtenla, una peli sobre call centers",Normal,6.95,2026-01-19,2014,Documentary,,
Frances Rodriguez,79979907,F,Shazam! The Battle of the God's,3D,12.18,2025-12-01,,Action,,
Jessica King,11563595,F,In Your Wildest Dreams,3D,12.69,2025-10-27,1991,"Drama,Family",5.2,137.0
Michelle White,41133403,F,Vintage Erotica Anno 1920,Normal,6.3,2026-03-23,2006,Drama,6.4,9.0
Andrew Espinoza,38000436,M,Vyrthok: Scourge of the Abyss,Normal,8.83,2025-12-03,,"Action,Horror,Sci-Fi",,
Crystal Collins,98734664,F,Two Faces of the Dollar,3D,10.26,2025-06-18,1967,"Drama,Western",6.0,119.0
Carol Olson,68284960,F,From Below,Normal,7.47,2025-06-09,,"Horror,Thriller",,
Mariah Davis,18141883,F,Born Strong,Normal,6.98,2025-06-20,2017,"Documentary,Sport",7.1,1533.0
Kathryn Thomas,45853522,F,Hickey Girl,Normal,7.62,2026-01-02,,"Action,Drama",,
Jonathan Bowers,95096403,M,Bhangela Shikkano Bhed,3D,13.27,2025-12-20,1931,,,
Bradley Murray,32679089,M,Hotaru,Normal,6.48,2025-10-18,1989,"Crime,Romance",5.6,13.0
Michael Cole,25667487,M,Night of the Damned,3D,10.39,2026-05-28,1971,"Horror,Mystery",5.2,258.0
Joseph Ward,21691508,M,Untitled Coral Reef Project,3D,13.73,2026-05-15,,Documentary,,
Valerie Scott,55138485,F,The Master Gunfighter,Normal,6.55,2025-12-15,1975,"Drama,Western",4.5,462.0
Kimberly Morales,18861294,F,Life in One Chord,3D,12.38,2026-01-13,2025,Documentary,8.2,24.0
Melissa Hunt,87510615,F,Hvit Nigger,3D,12.11,2025-07-21,2011,Documentary,5.9,19.0
Robert Guerrero,46831021,M,Home Before Midnight,3D,11.85,2025-11-06,1979,Drama,6.0,346.0
Teresa Li,30118555,F,The Crier,Normal,8.11,2025-11-15,1995,Horror,3.3,72.0
Joseph Smith,61945808,M,These Are My Hours,3D,10.02,2025-11-11,2018,Documentary,7.2,28.0
Thomas Wood,38713813,M,Seikan gokuhi massage: Zenshin aibu,Normal,8.63,2025-08-25,1993,Drama,,
Jordan Page,89432004,M,Thieves Like Us,3D,10.11,2025-07-20,2009,"Action,Comedy,Romance",6.6,27.0
Christina Delacruz,83834646,F,Encuentros de medicina Maya,3D,10.26,2025-08-29,1987,Documentary,,
Jon Pruitt,70982550,M,Transformers One,Normal,7.61,2025-06-07,2024,"Action,Adventure,Animation",7.6,66112.0
Elizabeth Green,53466247,F,Pistoleros,Normal,7.59,2026-05-05,,Crime,,
Tracy Bray,73385657,F,Born in the Year of the Hare,Normal,6.8,2026-02-12,2007,Documentary,,
Dorothy Villa,39482412,F,Moti Sethani,3D,10.81,2026-06-05,2025,Family,9.0,48.0
Patrick Bean,41955536,M,The Next Door Neighbor,3D,13.6,2025-08-08,2010,"Horror,Thriller",6.2,32.0
Brittney Gentry,50182373,F,Face Eaters from Miami,Normal,8.81,2026-03-10,,Horror,,
William Cuevas,47430066,M,O Campeão,Normal,8.07,2026-03-03,1931,"Drama,Romance,Sport",,
Tammy Brown,76379713,F,The King of Robbery,Normal,8.57,2025-11-14,,Thriller,,
Jennifer Barnes,92531350,F,Rave,3D,10.09,2025-12-25,,Documentary,,
Heidi Gutierrez,99675981,F,Southern Carrier,3D,10.35,2026-04-30,1937,Drama,6.7,66.0
Julie Johnson,18053499,F,Mr & Mrs Sailaja Krishna Murthy,Normal,8.96,2025-11-30,2004,Family,6.2,66.0
Jennifer Wade,48292573,F,The Firegod,3D,12.59,2025-12-21,1985,,,
Catherine Reynolds,58429196,F,Trapped,Normal,7.4,2026-05-28,,Horror,,
Lisa King,43461093,F,50 for 50: Volume 2 - The Documentary Tradition: Tape 1,Normal,8.65,2026-02-14,1989,Documentary,,
Brent Wilson,96820179,M,Les femmes araignées,Normal,7.83,2025-11-16,2016,Fantasy,,
Dawn Jones,54940180,F,Joi 24-ji: Kahanshin senka,Normal,7.1,2025-10-16,1980,,,
Walter Walker,55728232,M,Lambi & Lamkins,Normal,6.11,2026-01-21,,Crime,,
Sandy Craig,81735290,F,Super High Me,3D,12.27,2026-06-02,2007,"Comedy,Documentary",6.0,13234.0
Joshua Orozco,10226833,M,36-24-36,3D,11.11,2025-08-20,2024,Romance,5.9,271.0
Stacy Malone,78146489,F,Bonjour Monsieur Doisneau ou Le photographe arrosé,3D,10.55,2025-06-12,1992,Documentary,,
Cynthia Wilson,48093154,F,36-24-36,Normal,6.39,2025-10-21,2024,Romance,5.9,271.0
Tammy Solomon,80755071,F,O II Portugal-Jugoslávia,3D,12.07,2026-01-11,1932,Documentary,,
Katherine Romero,71371638,F,The Next Door Neighbor,3D,13.53,2026-01-01,2010,"Horror,Thriller",6.2,32.0
Olivia Flores,35229633,F,Luminous,3D,10.1,2026-02-26,2026,Documentary,,
Alan Kennedy,96891428,M,Virada de Chave,Normal,8.61,2026-06-03,2023,Documentary,,
Russell Wilson,21684001,M,The Firegod,3D,12.85,2026-05-28,1985,,,
Lee Davila,25725016,M,Onkel Danny - Portræt af en karma cowboy,3D,11.55,2025-06-07,2002,Documentary,5.9,171.0
Alicia Obrien,32374717,F,Ficción,Normal,7.34,2025-06-25,2020,Documentary,,
Kyle Davis,67763762,M,Bound Trio,Normal,6.08,2026-03-18,1990,Adult,,
Roy Montoya,95789606,M,The Hip Hop Project,3D,10.25,2025-10-16,2006,"Documentary,Music",5.9,286.0
Jennifer Rosales,62365065,F,Turnabout,Normal,8.94,2025-11-22,,Action,,
Joseph Rodriguez,60419224,M,The Weight of Surviving,Normal,6.62,2025-10-11,2013,"Documentary,Drama,Family",,
Dillon Smith,27483546,M,Gowri vs Afsal,3D,10.34,2025-06-25,,Comedy,,
Nicholas Johnson MD,20927922,M,Garuda,3D,13.94,2026-04-18,2004,"Action,Fantasy",4.2,448.0
Andrew Jones,58981780,M,Jack and Jill 3,3D,11.7,2025-07-19,2023,Horror,2.5,230.0
Robert Griffin,46557712,M,Herederos de la bestia,Normal,8.37,2026-01-18,2016,"Documentary,Horror",6.4,89.0
Jennifer Ball,97705930,F,The Moments,Normal,7.91,2025-07-13,2023,Documentary,,
Kimberly Richard,62657499,F,Sneakerella,Normal,7.98,2025-10-11,2022,"Comedy,Family,Musical",5.0,2172.0
Aaron Anderson,56329251,M,Marin Blue,3D,12.08,2025-08-10,2009,"Drama,Music,Romance",6.5,316.0
Samuel Davis,17563802,M,Jai Ambe,3D,13.74,2025-09-15,1957,Drama,,
Sheila Logan,64294887,F,Guns N' Roses: Appetite for Destruction,Normal,8.68,2025-11-19,2005,Music,5.8,9.0
James Williams,75666056,M,Ten-Love,3D,13.08,2025-12-10,2020,Drama,,
Maria Sullivan,64131398,F,The Titled Tenderfoot,Normal,7.88,2025-10-27,1955,"Drama,Western",,
Douglas Phillips,95316340,M,Fidus and Feb the Movie: Define Fidus,Normal,7.6,2026-02-02,,Comedy,,
Raymond Hill,36194670,M,These Are My Hours,Normal,6.83,2025-09-20,2018,Documentary,7.2,28.0
Jose Reyes,66527007,M,Lost Money,Normal,6.59,2026-01-20,1919,Drama,,
Robert Gomez,23925962,M,Uwakizuma: Sei no tani-watari,Normal,6.24,2026-04-25,1978,,,
Melvin Ferguson,54124730,M,Striker,3D,12.58,2025-12-15,2010,"Action,Crime,Drama",6.9,1103.0
Sarah Moore,76236648,F,It's Never Too Late to Mend,Normal,6.24,2026-01-29,1917,"Crime,Drama",,
Haley Bennett,11385726,F,3 liter rent vand i Uganda,Normal,6.95,2026-05-31,2012,Documentary,,
Kristen Weiss,60144579,F,Inzetsu bôkô-ma: Mawashi,3D,11.33,2025-06-07,1979,,,
Dr. Patty Martinez,83523650,F,Rave,3D,12.26,2025-10-25,,Documentary,,
Jacob Johnson,86977967,M,Agniya,3D,13.72,2026-02-09,2024,Drama,5.6,56.0
Connie Ortiz,66875574,F,Le avventure di un viveur,Normal,6.82,2026-05-25,1920,,,
Tamara Morales,66086076,F,Payane Yek Kaboos,3D,12.49,2026-04-05,2015,,,
Andrew Waters,76135868,M,Built to Kill,Normal,6.63,2025-10-19,2020,Horror,3.5,140.0
Nathan Murphy,82979676,M,Gendai newaza kurabe,3D,11.28,2026-02-12,1971,,,
Vincent Perez,56303718,M,Il tenore,Normal,8.0,2026-04-01,1913,,,
Calvin Fernandez,77916015,M,Conservas de Sardinha,3D,10.37,2026-03-10,1932,Documentary,,
Ronald Harris,48093403,M,Ami Shubhash Bolchi,Normal,7.65,2026-05-10,2011,Drama,7.0,248.0
Luke Wong,27263274,M,Tonight at Alice's,Normal,7.18,2026-02-08,1990,Comedy,5.8,793.0
Alexandra Mendoza,33876012,F,Le 10 meraviglie dell'amore,3D,12.58,2025-11-11,1969,"Drama,Romance",5.7,18.0
Lindsay Harris,99312027,F,Crying?,Normal,6.16,2025-11-16,2003,"Comedy,Drama,Romance",4.9,112.0
Alan Hall,54552414,M,Bagman Rising,Normal,7.38,2026-04-20,,"Action,Comedy,Crime",,
Michelle Terry,71739777,F,Caissa's Favourite,3D,10.23,2025-09-09,,Sport,,
Mr. Christopher Hess DDS,19128745,M,The Last Chord,3D,11.76,2025-06-08,,Drama,,
Amanda Roberts,25128018,F,Deep Fire: Kaam Utsav,3D,12.06,2025-10-16,1996,Thriller,,
Tiffany Davis,15355021,F,El último de los Vargas,3D,12.55,2025-09-03,1930,"Drama,Western",,
Christina Powell,51745895,F,Valor para seguir tocando,3D,13.66,2026-05-10,2008,"Documentary,Music",,
Ronald Bentley,17511895,M,Shoitan Manush,3D,11.05,2025-12-04,1996,"Action,Drama,Romance",7.2,9.0
Andrew Singh,39758183,M,Una nación en marcha,Normal,8.28,2026-05-12,1972,,,
Albert Martin,29242356,M,Wicked Funny 2,Normal,7.07,2026-03-22,2013,"Comedy,Documentary",,
Robert Butler,92248075,M,Ami Shubhash Bolchi,3D,12.54,2025-06-08,2011,Drama,7.0,248.0
Douglas Marks,30655323,M,Rave,Normal,8.81,2025-06-19,,Documentary,,
Kimberly Taylor,52020199,F,Pillow Party,3D,10.27,2026-03-27,1970,,,
Thomas Moss,75014651,M,Rascal,Normal,7.95,2025-08-12,2020,"Drama,Thriller",5.8,269.0
Thomas Moss,75014651,M,Rascal,Normal,7.95,2025-08-12,1969,"Drama,Family",6.3,585.0
Tracy Davidson,74917251,F,Between the Sheets,3D,12.09,2025-06-30,2018,Drama,,
Amy Wood,69795598,F,Mellusire Savigana,3D,10.69,2026-03-14,2004,,,
Denise Hudson,33879005,F,Shazam! The Battle of the God's,Normal,6.72,2025-11-08,,Action,,
Donald Cole,73570966,M,Hudba srdcí,3D,12.58,2025-08-16,1934,"Drama,Music,Romance",,
Kelly Lane,30725329,F,China Dream,Normal,8.94,2025-10-06,2020,Documentary,7.3,7.0
Xavier Morales,43925852,M,Baapya,3D,11.66,2025-11-03,2026,"Drama,Family",8.6,2137.0
Douglas Buchanan,38011378,M,China Dream,3D,11.95,2025-12-29,2020,Documentary,7.3,7.0
Emily Garcia,19711238,F,The Texas Chain Saw Massacre,Normal,6.27,2026-02-07,1974,Horror,7.4,212663.0
Benjamin Gallagher,52863063,M,Tophet,3D,10.59,2025-06-30,,Horror,,
Ryan Brooks,91143500,M,Volnyy veter,Normal,8.21,2025-07-07,1961,"Comedy,Musical,Romance",6.2,49.0
Frank Padilla,94451114,M,The Nearest Place to the Sky,3D,10.58,2025-07-28,1994,Drama,,
Faith Martin,40790738,F,Girls School Screamers,3D,12.61,2025-08-25,1986,Horror,4.2,949.0
Teresa Nicholson,65632560,F,A Quiet Business,3D,12.07,2025-06-16,1964,"Comedy,Drama",,
Tamara Heath,24481272,F,Shukradese,3D,10.7,2025-08-27,2018,"Drama,Romance",,
Sarah Underwood,96418366,F,Rave,Normal,8.94,2025-10-31,,Documentary,,
Eric Roberts,60056005,M,Va bank,Normal,7.25,2025-11-21,1993,,7.9,19.0
Jonathan Wagner,24695065,M,Night of the Damned,Normal,7.82,2026-03-16,1971,"Horror,Mystery",5.2,258.0
Andrea Garcia,91877060,F,Jajantaram Mamantaram,3D,11.16,2026-03-02,2003,"Action,Adventure,Comedy",6.1,3166.0
Robert Day,58706164,M,Walter Defends Sarajevo,Normal,7.57,2025-09-01,1972,"Action,Drama,War",8.1,3268.0
Katie Chambers,45403366,F,Last Date,Normal,8.16,2026-02-17,2018,Comedy,,
Matthew Spencer,47899309,M,Doomsday County,Normal,7.27,2025-08-05,2010,Horror,4.6,93.0
John Dodson,91041332,M,Before the Trees Was Strange,3D,13.02,2025-12-13,2016,"Documentary,Family",,
David Robinson,66660237,M,In Gratitude: Honor Flight of the Ozarks,Normal,8.31,2025-08-25,2024,Documentary,,
Pamela Jones,53962028,F,A Sunburnt Christmas,Normal,8.21,2025-11-28,2020,Comedy,6.8,965.0
Kenneth Richards,86258387,M,The Hound of the Deep,Normal,6.7,2025-10-29,1926,"Adventure,Drama",4.4,13.0
Kenneth Jones,20794935,M,Can It Be Love,3D,10.29,2025-10-21,1992,Comedy,4.5,215.0
Karen Young,13860899,F,Vivahasammanam,3D,11.78,2025-12-21,1971,Drama,5.2,7.0
Jennifer Curry,73944349,F,The Day the Park Tilted,3D,11.53,2025-10-25,2025,Documentary,,
Ricardo Martin,62016372,M,The Creek Runs Red,3D,10.54,2026-04-16,2006,Documentary,,
Anthony Lee,50044506,M,Vendo ou Alugo,Normal,7.1,2026-03-24,2013,Comedy,5.2,260.0
Joseph Bryan,46567312,M,Women of Substance,3D,12.98,2026-01-10,2002,Documentary,,
Erica Short,87513621,F,Words of Advice: William S. Burroughs on the Road,3D,12.69,2025-10-21,2007,Documentary,7.6,22.0
Steve Martinez,64304271,M,The Ghost of Street Blood,Normal,8.1,2025-06-10,,Drama,,
Joel Barber,52686779,M,Hopelessly Sentimental,3D,13.14,2025-06-16,1939,Drama,,
Darryl Shaw,38305382,M,Texas Trap,3D,11.83,2026-03-02,2015,Action,6.4,16.0
Susan Lee,94668576,F,Il tenore,Normal,7.95,2025-09-10,1913,,,
Peter Hunter,37196825,M,Shaday - The Last Seasons of Wood and Fire,Normal,7.87,2025-07-15,2026,Documentary,,
Edward Terry,26155857,M,2mais1,3D,12.99,2025-07-19,,Documentary,,
Alexis Stone,15092481,F,Amityville Ghosts,3D,11.16,2025-12-25,,Horror,,
Marcus Gilbert,51805775,M,The Moments,3D,12.1,2025-12-11,2023,Documentary,,
Carl Pratt,63587977,M,Confidentiel,Normal,8.63,2026-04-18,2014,"Drama,Mystery,Thriller",,
Jasmine Gonzalez,74501053,F,A Season in France,Normal,8.88,2025-06-11,2017,Drama,6.3,665.0
Sue Alexander,94451021,F,Ajeeb Daastaans,Normal,6.68,2025-06-21,2021,"Drama,Romance",6.7,7228.0
Amanda Gonzales,36981536,F,Masakali,Normal,7.05,2026-05-08,2018,Drama,,
Melissa Rodgers,45117036,F,Namui sogdo moleugo,3D,12.4,2025-11-03,1969,Drama,,
Angel Hill,67879156,F,Mas horizei mia thalassa,3D,13.0,2025-09-12,2012,Drama,,
Nicholas Mcneil,37468216,M,Kusruthikaatu,3D,10.5,2025-12-20,1995,"Action,Comedy,Drama",5.3,78.0
Cheryl Foley,31746637,F,The Wedding Diary 2,3D,12.52,2026-01-27,2013,"Comedy,Romance",6.3,39.0
Julie Martinez,50125714,F,Posible,Normal,8.96,2026-02-08,2007,Drama,,
Jeanette Mays,58365339,F,Race Across Italy,3D,10.6,2026-01-24,2021,Sport,,
